word,wordtype,meaning
ಗೋತ್ರಕಲಹ,ಎಸಕಪದ,"ಮನೆತನದಲ್ಲಿ ಉಂಟಾಗುವ ಒಳ ಜಗಳ, ದಾಯಾದಿಕಲಹ"
ಗೋದಣ(ಣೆ),ಹೆಸರುಪದ,"(ದೇ) ದನಕರುಗಳಿಗೆ ಮೇವು ಹಾಕುವ ಸ್ಥಳ, ಗೊಂತು"
ಗೋದಾಮು,ಹೆಸರುಪದ,"(<ಇಂ. godown) ವಸ್ತುಗಳನ್ನು ಶೇಖರಿಸಿ ಇಡುವ ಸ್ಥಳ, ಗುದಾಮು, ಮಳಿಗೆ"
ಗೋದಾಮೆ,ಹೆಸರುಪದ,"(<ಸಂ. ಗೊಧಾ) ಊಸರವಳ್ಳಿ, ಗೋಸುಂಬೆ"
ಗೋದಿ,ಹೆಸರುಪದ,"(ಗೋದುವೆ) ೧ ಒಂದು ಬಗೆಯ ಧಾನ್ಯ, ಗೋಧೂಮ ೨ ಹಡಗುಕಟ್ಟೆ"
ಗೋದುವೆ,ಹೆಸರುಪದ,(<ಸಂ. ಗೋಧೂಮ) ಗೋದಿ
ಗೋಧ,ಹೆಸರುಪದ,"(<ಸಂ. ಗೋಧಾ) ೧ ಹಲ್ಲಿಯ ಜಾತಿಗೆ ಸೇರಿದ ಒಂದು ದೊಡ್ಡ ಪ್ರಾಣಿ, ಉಡು ೨ ಬಿಲ್ಲುಗಾರರು ಬಿಲ್ಲಿನ ಹೆದೆಯ ಹೊಡೆತದಿಂದ ಗಾಯವಾಗದಂತೆ ಎಡ ಮುಂಗೈಗೆ ಕಟ್ಟಿಕೊಳ್ಳುವ ಚರ್ಮದ ಪಟ್ಟಿ"
ಗೋಧೂಲಿ,ಹೆಸರುಪದ,"೧ ದನಕರುಗಳು ಮನೆಗೆ ಹಿಂದಿರುಗುವ ನೆಲದಿಂದ ಏಳುವ ಧೂಳು ೨ ಮೇಯಲು ಹೋದ ಗೋವುಗಳು ಮರಳಿಬರುವ ಸಮಯ, ಮುಸ್ಸಂಜೆ ೩ ಸೂರ್ಯನಿರುವ ರಾಶಿಯಿಂದ ಏಳನೆಯ ಲಗ್ನ"
ಗೋಪ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಗೋವುಗಳನ್ನು ಕಾಯುವವನು, ದನಗಾಹಿ, ಗೊಲ್ಲ ೨ ಗೋವುಗಳ ಒಡೆಯ, ಕೃಷ್ಣ ೩ ಸೂರ್ಯ ೪ ಚಂದ್ರ ೫ ದೇವೇಂದ್ರ ೬ ದೊರೆ, ರಾಜ ೭ ಪ್ರಾಂತಾಧಿಕಾರಿ ೮ ನಂದಿಯ ಒಡೆಯ, ಶಿವ ೯ ಪಕ್ಷಿಗಳ ಒಡೆಯ, ಗರುಡ ೧೦ ಸರಸ್ವತಿಯ ಒಡೆಯ, ಬ್ರಹ್ಮ"
ಗೋಪನ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ರಕ್ಷಿಸುವುದು, ಕಾಪಾಡುವುದು ೨ ಮುಚ್ಚಿಡುವುದು"
ಗೋಪಾಲಕ,ಪರಿಚೆಪದ,"ದನಗಾಹಿ, ಗೊಲ್ಲ"
ಗೋಪಿ,ಹೆಸರುಪದ,"(<ಸಂ. ಗೋಪೀ) ೧ ಗೊಲ್ಲ ಜಾತಿಯ ಹೆಂಗಸು, ಗೊಲ್ಲಿತಿ ೨ ನಂದಗೋಪನ ಹೆಂಡತಿ, ಯಶೋದೆ ೩ ಗೋಪಿಚಂದನದ ಬಣ್ಣ, ಹಳದಿ"
ಗೋಪಿಚಂದನ,ಹೆಸರುಪದ,ವೈಷ್ಣವರು ಮುದ್ರೆಗಳನ್ನು ಧರಿಸಲು ಬಳಸುವ ಒಂದು ಬಗೆಯ ಹಳದಿ ಬಣ್ಣದ ಮಣ್ಣು
ಗೋಪು,ಹೆಸರುಪದ,"(<ಹಿಂ. ಗೋಪ್) ೧ ಕಾಪಾಡುವಿಕೆ, ಸಂರಕ್ಷಣೆ ೨ ಕೊರಳಲ್ಲಿ ಧರಿಸುವ ಒಂದು ಬಗೆಯ ಆಭರಣ ೩ ಹಲವು ಎಳೆಗಳನ್ನು ಕೂಡಿಸಿ ಹೆಣೆದ ದಾರ"
ಗೋಪೆ,ಹೆಸರುಪದ,"(<ಸಂ. ಗೋಪ್ಯ) ಹೆಣ ಹುಗಿಯುವ ಕುಣಿ, ಸಮಾಧಿ ಸ್ಥಳ, ಗೋರಿ"
ಗೋಪ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಗುಟ್ಟು, ರಹಸ್ಯ ೨ ತೊತ್ತಿನ ಮಗ, ದಾಸೀಪುತ್ರ"
ಗೋಪ್ಯ,ಪರಿಚೆಪದ,"(ಸಂ) ಗುಟ್ಟಾಗಿಡಬೇಕಾದ, ಮುಚ್ಚಿಡಬೇಕಾದ"
ಗೋಮ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಗಣಿ, ಗೋಮಯ ೨ ಊಟ ಮಾಡಿದ ಸ್ಥಳವನ್ನು ಸಗಣಿ ನೀರಿನಿಂದ ಶುದ್ಧ ಮಾಡುವುದು ೩ ಕುದುರೆಯ ಮೈಮೇಲೆ ಕಾಣುವ ಹೀನಸುಳಿ"
ಗೋಮಯ,ಹೆಸರುಪದ,(ಸಂ) ಹಸುವಿನ ಯಾ ಎತ್ತಿನ ಸಗಣಿ
ಗೋಮಾಳ,ಹೆಸರುಪದ,ದನಕರುಗಳ ಮೇವಿಗೆಂದು ಬಿಟ್ಟಿರುವ ಸಾರ್ವಜನಿಕ ಹುಲ್ಲುಗಾವಲು
ಗೋಮು,ಹೆಸರುಪದ,"(<ಮರಾ. ಗೋಮಾ) ೧ಜರಿ, ಲಕ್ಷ್ಮಿ ಚೇಳು ೨ ಕುದುರೆಯ ಮೈಮೇಲೆ ಕಾಣಿಸುವ ಹೀನ ಸುಳಿ ೩ ದೊಡ್ಡಸ್ತಿಕೆಯ ನಟನೆ, ಡೌಲು"
ಗೋಮುಖ,ಹೆಸರುಪದ,"ವ್ಯಾಘ್ರ ಮೇಲ್ನೋಟಕ್ಕೆ ಹಸುವಿನಂತೆ ಸಾಧುವಾಗಿ ಕಂಡರೂ ಒಳಗೆ ಹುಲಿಯಂತೆ ದುಷ್ಟಗುಣವುಳ್ಳವನು, ಕಪಟಿ"
ಗೋಮುಖ,ಪರಿಚೆಪದ,"೧ ಹಸುವಿನ ಮುಖ ೨ ದ್ರವ ಪದಾರ್ಥಗಳನ್ನು ಬಡಿಸಲು ಬಳಸುವ ಚೂಪಾದ ಮೂತಿಯುಳ್ಳ ಪಾತ್ರೆ ೩ ದೇವರ ವಿಗ್ರಹಗಳಿಗೆ ಮಾಡಿದ ಅಭಿಷೇಕ ಜಲವು ಹರಿದು ಹೋಗಲು ಮಾಡಿರುವ ಹರಿ, ಜಲಹರಿ, ಪಾಣಿವಟ್ಟಲು ೪ ಒಂದು ಬಗೆಯ ವಾದ್ಯ"
ಗೋಮೇಧಿಕ,ಪರಿಚೆಪದ,"ನವರತ್ನಗಳಲ್ಲಿ ಒಂದು, ಕೆಂಪು ಛಾಯೆಯುಳ್ಳ ರತ್ನ"
ಗೋರಿ,ಹೆಸರುಪದ,"(<ದೇ. ಗೋರ್) ೧ ಆಕರ್ಷಣೆ, ಸೆಳೆತ ೨ ಬೇಟೆಯಲ್ಲಿ ಜಿಂಕೆಗಳನ್ನು ಮರುಳುಗೊಳಿ ಸಲು ಬೇಟೆಗಾರರು ಹಾಡುವ ಹಾಡು ೩ ಒಂದು ಬಗೆಯ ಬೇಟೆ; (<ಪಾರ. ಗೋರ್) ೧ ಹೆಣವನ್ನು ಹೂಳುವ ಜಾಗ, ಸಮಾಧಿ ೨ ನೆಲವನ್ನು ಮಟ್ಟ ಮಾಡುವ ಸಾಧನ, ಹಲುಬೆ"
ಗೋರು,ಹೆಸರುಪದ,(ದೇ) ಗೆರೆ ಹಾಕುವಿಕೆ
ಗೋರು,ಎಸಕಪದ,"(ದೇ) ೧ ಕೆರೆದು ತೆಗೆ, ಗೆಬರು ೨ ದೋಚು, ಸುಲಿ ೩ ಗೆರೆ ಹಾಕು ೪ ಕಾಳನ್ನು ತೂರಿ ಕಸವನ್ನು ಹೋಗಲಾಡಿಸು ೫ ನೆಲವನ್ನು ಮಟ್ಟ ಮಾಡು ೬ ನೋಯಿಸು, ಗಾಯಗೊಳಿಸು"
ಗೋರುಮಣೆ,ಹೆಸರುಪದ,"(ದೇ) ೧ ನೆಲವನ್ನು ಸಮ ಮಾಡಲು ಯಾ ಕಾಳುಗಳನ್ನು ರಾಶಿ ಮಾಡಲು ಬಳಸುವ ಉಪಕರಣ, ಹಲುಬೆ ೨ ಅಚ್ಚಿಗೆ ಹಾಕಿದ ಬೆಲ್ಲದ ಪಾಕದಲ್ಲಿ ಹೆಚ್ಚಿನ ಭಾಗವನ್ನು ಬಾಚಿ ತೆಗೆಯುವ ಮಣೆ"
ಗೋರುಳಿ,ಹೆಸರುಪದ,(ಗೋರು + ಉಳಿ) ಗೆರೆಗಳನ್ನು ಗೀಚಲು ಬಳಸುವ ಒಂದು ಬಗೆಯ ಉಳಿ
ಗೋರೋಚ(ಜ)ನ,ಹೆಸರುಪದ,(ಸಂ) (ಗೋವುಗಳ ಪಿತ್ತ ರಸದಿಂದ ಉಂಟಾಗುವ) ಹಳದಿ ಬಣ್ಣದ ಒಂದು ಗಂಧದ್ರವ್ಯ
ಗೋರ್ಕಲ್ಲು,ಹೆಸರುಪದ,"(ದೇ) ಗಡುಸಾದ ಕಲ್ಲು, ಬೆಣಚು ಗಲ್ಲು"
ಗೋಲ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ದುಂಡಾದುದು, ವೃತ್ತಾ ಕಾರವಾದುದು ೨ ದುಂಡಗಿರುವ ವಸ್ತು ೩ ವರ್ತುಲ, ಮಂಡಲ ೪ ಒಂದು ಬಗೆಯ ಸುವಾಸನೆಯ ಗಿಡ, ಬಾಣಂತಿ ಬೋಳ ೫ ವಿಧವೆಗೆ ಜಾರನಿಂದ ಹುಟ್ಟಿದ ಮಗ"
ಗೋಲಂದಾಜು,ಹೆಸರುಪದ,"(<ಪಾರ. ಗೋಲಂದಾಜ್) ತುಬಾಕಿ ಸೈನ್ಯ, ಫಿರಂಗಿ ಪಡೆ"
ಗೋಲಕ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ದುಂಡಾದ ವಸ್ತು ೨ ಕಣ್ಣು, ಕಿವಿ, ಮೂಗು ಮೊ. ಇಂದ್ರಿಯ ದ್ವಾರ ೩ ಕಣ್ಣಿನ ಪಾಪೆ, ಕಣ್ಣುಗೊಂಬೆ ೪ ವಿದ್ಯುದ್ದೀಪದ ಗೋಲ, ಬಲ್ಬು ೫ ಹಣವನ್ನು ಕೂಡಿಸಿಡುವ ಹುಂಡಿ ೫ ವಿಧವೆಗೆ ಜಾರನಿಂದ ಹುಟ್ಟಿದ ಮಗ"
ಗೋಲಿ,ಹೆಸರುಪದ,"(<ಇಂ. goalie) (ಕಾಲ್ಚೆಂಡು, ಹಾಕಿ ಮುಂತಾದ ಆಟಗಳಲ್ಲಿ) ಚೆಂಡು ಗುರಿಗೆ ಹೋಗದಂತೆ ರಕ್ಷಣೆಗಿರುವ ಎದುರಾಳಿ ಆಟಗಾರ, ಗುರಿ ಕಾಪಿನವನು; (<ಪಾರ. ಹಿಂ. ಗೋಲೀ) ೧ ಮಕ್ಕಳು ಆಡುವ ಗಾಜು ಮಣ್ಣು ಮುಂ.ವುಗಳಿಂದ ಮಾಡಿದ ದುಂಡಾದ ಆಟಿಕೆ ೨ ಬಂದೂಕಿಗೆ ಹಾಕುವ ಗುಂಡು, ಚರೆ"
ಗೋಲಿಬಾರು,ಹೆಸರುಪದ,ಬಂದೂಕು ಮೊ.ಗಳಿಂದ ಗುಂಡನ್ನು ಹಾರಿಸುವುದು
ಗೋಲು,ಹೆಸರುಪದ,"(? ಸಂ. ಗೋಲ?) ೧ ಪಕ್ಕ, ಪಾರ್ಶ್ವ ೨ ಲಗಾಮಿನ ಎಳೆತ ೩ ಕಚ್ಚೆ ಹಾಕಿಕೊಳ್ಳದೆ ಉಟ್ಟುಕೊಳ್ಳುವ ಸೀರೆ; (<ಇಂ. goal) ೧ (ಕಾಲ್ಚೆಂಡು, ಹಾಕಿ ಮುಂ. ಆಟಗಳಲ್ಲಿ) ಚೆಂಡು ನುಗ್ಗಲು ಇರುವ ಎರಡು ಕಂಬಗಳ ನಡುವಿನ ಸ್ಥಳ ೨ ಗುರಿಗಂಬಗಳ ನಡುವೆ ಚೆಂಡನ್ನು ನುಗ್ಗಿಸಿ ಪಡೆದ ಗೆಲ್ಲಂಕ"
ಗೋಳ,ಹೆಸರುಪದ,"(<ಸಂ. ಗೋಲ) ೧ ಕುದುರೆ ೨ ದುಂಡಗಿರುವ ವಸ್ತು, ಗೋಲ"
ಗೋಳಕ,ಹೆಸರುಪದ,"(<ಸಂ. ಗೋಲಕ) ೧ ದುಂಡಾಗಿರುವ ವಸ್ತು ೨ ಕಣ್ಣು, ಕಿವಿ, ಮೂಗು ಮೊ. ಇಂದ್ರಿಯ ದ್ವಾರ ೩ ವಿಧವೆಗೆ ಜಾರನಿಂದ ಹುಟ್ಟಿದ ಮಗ ೪ ಹಲವು ಔಷಧ ವಸ್ತುಗಳನ್ನು ಬೆರೆಸಿ ಮಾಡಿದಉಂಡೆ, ಗೋಲಿ ೫ ಕಡೆದ ಮೊಸರು"
ಗೋಳು,ಹೆಸರುಪದ,"(ದೇ) ೧ ಅಳು, ದುಃಖ ೨ ವ್ಯಥೆ, ಸಂಕಟ"
ಗೋವಳ,ಹೆಸರುಪದ,"(<ಸಂ. ಗೋಪಾಲ) ದನಗಾಹಿ, ಗೋಪಾಲ"
ಗೋಶೀರ್ಷ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಗಂಧದ ಮರ, ಚಂದನ ವೃಕ್ಷ ೨ ತೇಯ್ದ ಗಂಧ, ಚಂದನ"
ಗೋಷಾ,ಹೆಸರುಪದ,"(ಹಿಂ) ಮಹಮ್ಮದೀಯ ಹೆಂಗಸರು ಮುಖಮೈಗಳನ್ನು ಮುಚ್ಚುವಂತೆ ಧರಿಸುವ ಮುಸುಕು, ಬುರುಕಿ"
ಗೋಷ್ಠ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ದನಕರುಗಳ ಹಟ್ಟಿ, ಕೊಟ್ಟಿಗೆ ೨ ದನಕರುಗಳ ಮಂದೆ"
ಗೋಷ್ಠಿ,ಹೆಸರುಪದ,"(<ಸಂ. ಗೋಷ್ಠೀ) ೧ ಗುಂಪು, ಕೂಟ, ಸಭೆ ೨ ಒಡನಾಟ, ಸಹವಾಸ ಗೋಷ್ವಾರೆ (<ಪಾರ. ಹಿಂ. ಮರಾ. ಗೋಶ್ವಾರಾ); (<ಸಂ. ಗೋಷ್ಠೀ) ೧ ಲೆಕ್ಕಪತ್ರಗಳ ವಿವರಗಳಿಂದ ಸಿದ್ಧಪಡಿಸಿದ ಹೇಳಿಕೆ, ತಃಖ್ತೆ ೨ ಅಜಮಾಯಿಷಿ, ಅಂದಾಜು ೩ ಸಾರಾಂಶ ಗೋಸಾಯಿ(ವಿ) (<ಹಿಂ. ಗೋಸಾಈ / ಸಂ."
ಗೋಸುಂಬೆ,ಹೆಸರುಪದ,"(ದೇ) ಆಗಾಗ ದೇಹದ ಬಣ್ಣವನ್ನು ಬದಲಿಸಬಲ್ಲ ಓತಿಕೇತದ ಜಾತಿಗೆ ಸೇರಿದ ಒಂದು ಪ್ರಾಣಿ, ಊಸರವಳ್ಳಿ"
ಗೋಸ್ತನಿ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ದ್ರಾಕ್ಷಿಯ ಗೊಂಚಲು, ಗುಚ್ಛ ೨ ದ್ರಾಕ್ಷಿಯ ಹಣ್ಣು ಮತ್ತು ಅದರ ಬಳ್ಳಿ ೩ ದ್ರಾಕ್ಷಾರಸ ೪ ನಾಲ್ಕು ಎಳೆಗಳುಳ್ಳ ಸರ, ಹಾರ"
ಗೋಸ್ವಾಮಿ),ಹೆಸರುಪದ,"ಬೈರಾಗಿ, ವಿರಕ್ತ"
ಗೋಹಳೆ,ಹೆಸರುಪದ,(<ಸಂ. ಗೋಹಲ್ಲ) ಸಗಣಿ
ಗೌಂಡಿ,ಹೆಸರುಪದ,"(ಮರಾ) ೧ ಗಾವುಂಡಿ ೨ ಗಾರೆ ಕೆಲಸದವನು, ಉಪ್ಪಾರ"
ಗೌಜು,ಹೆಸರುಪದ,"(ತುಳು) ೧ ಸಂಭ್ರಮ, ಸಡಗರ ೨ ಗೊಂದಲ, ಗಲಾಟೆ, ಗೌಜಲ"
ಗೌಡಿ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಗಾವುಂಡಿ ೨ ಕಾಕಂಬಿಯಿಂದ ಭಟ್ಟಿಯಿಳಿಸಿದ ಮದ್ಯ ೩ ಕಾವ್ಯದ ಗೌಡಿ, ಪಾಂಚಾಲಿ, ವೈದರ್ಭೀ ಎಂಬ ಮೂರು ರೀತಿಗಳಲ್ಲಿ ಒಂದು"
ಗೌಣ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಕೀಳಾದುದು, ಲೆಕ್ಕಕ್ಕಿಲ್ಲದುದು ೨ ಕುಂದು, ಊನ"
ಗೌಣ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಪ್ರಧಾನವಲ್ಲದ, ಅಮುಖ್ಯ ೨ ಆಲಂಕಾರಿಕವಾಗಿ ಹೇಳಿದ, ಲಾಕ್ಷಣಿಕ"
ಗೌಪ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ಗುಟ್ಟು, ರಹಸ್ಯ"
ಗೌರ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಬಿಳಿಯ ಬಣ್ಣ ೨ ನಸುಗೆಂಪು ಬಣ್ಣ ೩ ಹೊಂಬಣ್ಣ ೪ ಚಂದ್ರ ೫ ತಾವರೆಯ ಕುಸುರು, ಪದ್ಮಕೇಸರ ೬ ಬಿಳಿಯ ಸಾಸುವೆ ೭ ಕಾಡೆಮ್ಮೆ"
ಗೌರ,ಪರಿಚೆಪದ,"(ಸಂ) ಬಿಳಿಯ, ಬಿಳುಪಾದ"
ಗೌರವ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಭಾರ, ಒಜ್ಜೆ ೨ ದೊಡ್ಡತನ, ಹಿರಿಮೆ ೩ ಶ್ರೇಷ್ಠತೆ ೪ ಮರ್ಯಾದೆ, ಆದರ ೫ ಗಣ್ಯ, ಹಿರಿಯ"
ಗೌರವ,ಪರಿಚೆಪದ,(ಸಂ) ಗುರುವಿಗೆ ಸಂಬಂಧಿಸಿದ
ಗೌರವಧನ,ಹೆಸರುಪದ,"ಸಂಬಳವಿಲ್ಲದೆ ಕೆಲಸ ಮಾಡುವವರಿಗೆ ಗೌರವ ಸೂಚಕವಾಗಿ ಕೊಡುವ ಹಣ, ಸಂಭಾವನೆ"
ಗೌರವಪದವಿ,ಪರಿಚೆಪದ,(ವಿಶ್ವವಿದ್ಯಾನಿಲಯ ಮೊ. ಕಡೆಗಳಲ್ಲಿ) ಗೌರವ ಸೂಚಕವಾಗಿ ಕೊಡುವ ಪದವಿ
ಗೌರವರಕ್ಷೆ,ಹೆಸರುಪದ,"ಗೌರವ ಸೂಚಕವಾಗಿ ನೀಡುವ (ಸೈನಿಕ ರೀತಿಯ) ವಂದನೆ, ನಮಸ್ಕಾರ"
ಗೌರಾಂಗ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಬಿಳಿಯ ಮೈಬಣ್ಣವುಳ್ಳವನು ೨ ಬಂಗಾಲದ ಒಬ್ಬ ಸಂತ, ಕೃಷ್ಣಚೈತನ್ಯದೇವ"
ಗೌರಿ,ಹೆಸರುಪದ,(ಸಂ) ೧ ಮೈ ನೆರೆಯದವಳು ೨ ಪಾರ್ವತಿ ೩ ಬಿಳಿಯ ಮೈಬಣ್ಣವುಳ್ಳವಳು ೪ ಗೋರೋಚನ ೫ ಒಂದು ಬಗೆಯ ಗಿಡ
ಗೌರು,ಹೆಸರುಪದ,"(ದೇ) ಗಟ್ಟಿಯಾದ ಕೀರಲು ಧ್ವನಿ, ಕರ್ಕಶ ಧ್ವನಿ"
ಗೌಳಿಗ,ಹೆಸರುಪದ,"(ಗವಳಿಗ ನೋಡಿ) ಗೋಪಾಲ, ಗೋವಳ"
ಗ್ರ,ಪರಿಚೆಪದ,"ತ (ಸಂ) ಜೋಡಿಸಿ ಕಟ್ಟಿದ, ಕ್ರಮವಾಗಿ ಜೋಡಿಸಿದ"
ಗ್ರಂಥ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಕಟ್ಟುವುದು, ಜೋಡಿಸುವುದು ೨ ಪುಸ್ತಕ, ಹೊತ್ತಗೆ ೩ ಕ್ರಮವರಿತು ವಿಷಯವನ್ನು ಪ್ರತಿಪಾದಿಸಿರುವ ಬರವಣಿಗೆ, ಲೇಖನ ೪ ನಾಲ್ಕು ವೇದಗಳು ೫ ಶ್ಲೋಕದಲ್ಲಿರುವಷ್ಟು ಅಥವಾ ಮೂವತ್ತೆರಡು ಅಕ್ಷರಗಳ ಸಮುದಾಯ ೬ ಪಿತ್ರಾರ್ಜಿತ ಧನ, ಐಶ್ವರ್ಯ"
ಗ್ರಂಥಸಂಪಾದನೆ,ಹೆಸರುಪದ,ಶಾಸ್ತ್ರೀಯವಾಗಿ ಗ್ರಂಥವನ್ನು ಪರಿಶೋಧಿಸಿ ಪ್ರಕಟಿಸುವಿಕೆ
ಗ್ರಂಥಿ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಕಟ್ಟು, ಬಂಧ ೨ ಗಡ್ಡೆ, ಗೆಡ್ಡೆ ೩ ಶರೀರದಲ್ಲಿ ರಸವನ್ನು ಸ್ರವಿಸುವ ಗೆಡ್ಡೆಯಂತಿರುವ ಅವಯವ ೪ ದೇಹದಲ್ಲಿ ಗಾಯ ಮುಂ. ವುಗಳಿಂದ ಉಂಟಾಗುವ ಬುಗುಟು, ಗಂಟು ೫ ಒಂದು ಬಗೆಯ ಉದರರೋಗ"
ಗ್ರಸ್ತ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಓದುವಾಗ ಅಕ್ಷರಗಳನ್ನೂ, ಪದಗಳನ್ನೂ ನುಂಗುವುದು ೨ (ದೆವ್ವ, ಪಿಶಾಚಿ, ಗ್ರಹ ಮೊ.ವುಗಳಿಂದ) ಹಿಡಿಯಲ್ಪಟ್ಟವನು, ಆವರಿಸಲ್ಪಟ್ಟವನು"
ಗ್ರಸ್ತ,ಪರಿಚೆಪದ,"(ಸಂ) ತಿಂದ, ನುಂಗಿದ"
ಗ್ರಹ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಹಿಡಿಯುವುದು, ಹಿಡಿತ ೨ ತೆಗೆ ದುಕೊಳ್ಳುವುದು, ಸ್ವೀಕರಿಸುವುದು ೩ ಸೂರ್‍ಯ, ಚಂದ್ರ, ಅಂಗಾರಕ, ಬುಧ, ಗುರು, ಶುಕ್ರ, ಶನಿ, ರಾಹು ಮತ್ತು ಕೇತುಗಳೆಂಬ ಒಂಬತ್ತು ಆಕಾಶಚರಗಳು ಮತ್ತು ಅವುಗಳಲ್ಲಿ ಪ್ರತಿಯೊಂದು ೪ ದುಷ್ಟಶಕ್ತಿ, ಭೂತ, ಪಿಶಾಚಿ ಇತ್ಯಾದಿ"
ಗ್ರಹಗತಿ,ಪರಿಚೆಪದ,೧ ಗ್ರಹಗಳ ಚಲನೆ ೨ ಗ್ರಹಗಳ ಚಲನೆಯಿಂದ ಮನುಷ್ಯನ ಜೀವನದ ಮೇಲೆ ಉಂಟಾಗುವ ಪರಿಣಾಮ
ಗ್ರಹಚಾರ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಗ್ರಹಗಳ ಚಲನೆ, ಗ್ರಹ ಗತಿ ೨ ಗ್ರಹಗಳ ಚಲನೆಯಿಂದ ಮನುಷ್ಯನ ಜೀವನದ ಮೇಲೆ ಉಂಟಾಗುವ ಪರಿಣಾಮ ೩ ದುರದೃಷ್ಟ, ದುರವಸ್ಥೆ"
ಗ್ರಹಣ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಹಿಡಿಯುವುದು ೨ ಭೂಮಿ ಸೂರ್ಯ ಹಾಗೂ ಚಂದ್ರ ಇವು ಮೂರು ಒಂದೇ ರೇಖೆಯಲ್ಲಿ ಬಂದಾಗ ಭೂಮಿಯ ನೆರಳು ಚಂದ್ರನ ಮೇಲೆ ಬಿದ್ದು ಯಾ ಸೂರ್ಯಬಿಂಬಕ್ಕೆ ಚಂದ್ರ ಬಿಂಬ ಅಡ್ಡವಾಗಿ ಉಂಟಾಗುವ ಕತ್ತಲೆಯ ಆವರಣ ೩ ತಿಳಿದುಕೊಳ್ಳುವುದು, ಗ್ರಹಿಸುವುದು ೪ ಕೋಪ ಮೊ. ವುಗಳಿಂದ ಉಂಟಾಗುವ ಉದ್ವಿಗ್ನತೆ, ಮಂಕು ಕವಿದ ಸ್ಥಿತಿ, ಗ್ರಹಣ ಶಕ್ತಿ, (ವಿಷಯವನ್ನು) ತಿಳಿಯುವ ಶಕ್ತಿ"
ಗ್ರಹಣಿ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಬಹಳವಾಗಿ ಭೇದಿಯಾಗುವ ಒಂದು ರೋಗ, ಅತಿಸಾರ ೨ ಮೂಳೆಗಳು ಮೆದುವಾಗುವ ಒಂದು ಬಗೆಯ ಮಕ್ಕಳ ರೋಗ"
ಗ್ರಹಿಕೆ,ಹೆಸರುಪದ,"(<ಸಂ. ಗ್ರಹ + ಇಕೆ) ತಿಳಿವಳಿಕೆ, ಅಭಿಪ್ರಾಯ"
ಗ್ರಹಿಸು,ಎಸಕಪದ,"(<ಸಂ. ಗ್ರಹ + ಇಸು) ೧ ಕೈಯಿಂದ ಹಿಡಿ, ತೆಗೆದುಕೊಳ್ಳು ೨ ಸ್ವೀಕರಿಸು, ಅಂಗೀಕರಿಸು ೩ ಅರಿ, ತಿಳಿದುಕೊಳ್ಳು"
ಗ್ರಾಮ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಹಳ್ಳಿ, ಊರು ೨ ಗುಂಪು, ಸಮೂಹ ೩ ಸಂಗೀತದ ಸಪ್ತಸ್ವರಗಳಲ್ಲಿ ಷಡ್ಜ, ಮಧ್ಯಮ ಮತ್ತು ಗಾಂಧಾರವೆಂಬ ಮೂರು ಗುಂಪು"
ಗ್ರಾಮಾಂತರ,ಎಸಕಪದ,"ನಗರದಿಂದ ದೂರವಿರುವ ಸ್ಥಳ, ಹಳ್ಳಿಗಾಡು"
ಗ್ರಾಮೀಣ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಹಳ್ಳಿಯವನು, ಹಳ್ಳಿಗ ೨ ಅನಾಗರಿಕವಾದುದು, ಒರಟು"
ಗ್ರಾಮೀಣ,ಪರಿಚೆಪದ,"(ಸಂ) ಹಳ್ಳಿಯಲ್ಲಿ ಹುಟ್ಟಿದ, ಹಳ್ಳಿಗೆ ಸಂಬಂಧಿಸಿದ"
ಗ್ರಾಮೋದ್ಯೋಗ,ಹೆಸರುಪದ,"(ಸಂ) ಹಳ್ಳಿಗಳಲ್ಲಿ ಮಾಡ ಬಹುದಾದ ಉದ್ಯಮ, ಕೈಗಾರಿಕೆ"
