word,wordtype,origin,meaning_number,meaning
ಬರೆ,ಎಸಕಪದ,ದೇ ,6,"ಕಾದಲೋಹದಿಂದ ಮೈಮೇಲೆ - ಗೆರೆಎಳೆ, ಬರೆಹಾಕು, ಬರೆಎಳೆ"
ಬರೆ,ಎಸಕಪದ,ದೇ ,7,ದಾಖಲೆಯಾಗು
ಬರ್ಕುಡಿ,ಹೆಸರುಪದ,<ದೇ. ಬಕ್ಕುಡಿ ,1,"ವಿವಾದ, ಚರ್ಚೆ, ಕಲಹ"
ಬರ್ಕುಡಿ,ಹೆಸರುಪದ,<ದೇ. ಬಕ್ಕುಡಿ ,2,"ಬೆರಗು, ಆಶ್ಚರ್ಯ"
ಬರ್ಕುಡಿ,ಹೆಸರುಪದ,<ದೇ. ಬಕ್ಕುಡಿ ,3,"ತಳಮಳ, ಕಾತರ"
ಬರ್ಚ್ಚು,ಎಸಕಪದ,ದೇ ,1,"ಅಡಗಿಸು, ಮುಚ್ಚಿಡು"
ಬರ್ಚ್ಚು,ಎಸಕಪದ,ದೇ ,2,"ಬತ್ತು, ಒಣಗು, ಬಾಡು"
ಬರ್ಚ್ಚು,ಎಸಕಪದ,ದೇ ,3,"ಕೃಶವಾಗು, ಸೊರಗು"
ಬರ್ಚ್ಚು,ಎಸಕಪದ,ದೇ ,4,"ಬರಿದಾಗು, ಬೋಳಾಗು"
ಬರ್ದು,ಹೆಸರುಪದ,ದೇ ,1,"ಸಾವು, ಮರಣ"
ಬರ್ದು,ಹೆಸರುಪದ,ದೇ ,2,ಸ್ವ ರ್ಗ
ಬರ್ದು,ಹೆಸರುಪದ,ದೇ ,3,"ಜಾಣ್ಮೆ, ಪ್ರೌಢಿಮೆ"
ಬರ್ದು,ಎಸಕಪದ,ದೇ ,1,"ಸಾಯು, ಮರಣಹೊಂದು"
ಬರ್ದು,ಎಸಕಪದ,ದೇ ,2,"ನವೆ, ಕೃಶವಾಗು"
ಬರ್ದೆ,ಹೆಸರುಪದ,<ಬರ್ದು + ಎ ,1,"ಪ್ರೌಢೆ, ಜಾಣೆ"
ಬರ್ದೆ,ಹೆಸರುಪದ,<ಬರ್ದು + ಎ ,2,"ಮಧ್ಯವಯಸ್ಸಿನವಳು, ಪ್ರಬುದ್ಧೆ"
ಬರ್ದೆ,ಹೆಸರುಪದ,<ಬರ್ದು + ಎ ,3,"ವೃದ್ಧೆ, ಮುದುಕಿ"
ಬರ್ದೆ,ಹೆಸರುಪದ,<ಬರ್ದು + ಎ ,4,"ಸೂಳೆ, ವೇಶ್ಯೆ"
ಬರ್ದೆ,ಹೆಸರುಪದ,<ಬರ್ದು + ಎ ,5,"ತಲೆಹಿಡುಕಿ, ಕುಂಟಣಗಿತ್ತಿ"
ಬರ್ಬರ,ಹೆಸರುಪದ,ಸಂ ,1,"ಅನಾಗರಿಕ, ಸುಸಂಸ್ಕೃತ ನಲ್ಲದವನು"
ಬರ್ಬರ,ಹೆಸರುಪದ,ಸಂ ,2,ಸುಸಂಸ್ಕೃತವಲ್ಲದುದು
ಬರ್ಬರ,ಹೆಸರುಪದ,ಸಂ ,3,ಅಸ್ಪಷ್ಟವಾದುದು
ಬರ್ಬರ,ಹೆಸರುಪದ,ಸಂ ,4,ಹಳದಿ ಬಣ್ಣದ ಶ್ರೀಗಂಧ
ಬರ್ಬರ,ಹೆಸರುಪದ,ಸಂ ,5,ಆರ್ಯರಲ್ಲ ದವರಿಗೆ ಸೇರಿದ ಒಂದು ದೇಶ ಮತ್ತು ಅಲ್ಲಿಯ ಜನಾಂಗ
ಬರ್ಬರ,ಹೆಸರುಪದ,ಸಂ ,6,"ನೀಚ, ದಡ್ಡ"
ಬರ್ಬರ,ಹೆಸರುಪದ,ಸಂ ,7,"ಮುಳ್ಳಿನಿಂದ ಕೂಡಿದ ಒಂದು ಬಗೆಯ ಮರ, ಜಾಲಿ"
ಬರ್ಹಿ,ಹೆಸರುಪದ,ಸಂ ,1,"ಬೆಂಕಿ, ಅಗ್ನಿ"
ಬರ್ಹಿ,ಹೆಸರುಪದ,ಸಂ ,2,"ಒಂದು ಬಗೆಯ ಮೊನಚಾದ ಹುಲ್ಲು, ದರ್ಭೆ, ಕುಶ"
ಬರ್ಹಿ,ಹೆಸರುಪದ,ಸಂ ,3,"ನವಿಲು, ಮಯೂರ"
ಬಲ,ಹೆಸರುಪದ,"ದೇ ಎಡಭಾಗವಲ್ಲದುದು, ದಕ್ಷಿಣ ಪಾರ್ಶ್ವ; ಸಂ ",1,"ಶಕ್ತಿ, ಸಾಮರ್ಥ್ಯ"
ಬಲ,ಹೆಸರುಪದ,"ದೇ ಎಡಭಾಗವಲ್ಲದುದು, ದಕ್ಷಿಣ ಪಾರ್ಶ್ವ; ಸಂ ",2,"ಸೈನ್ಯ, ದಳ"
ಬಲ,ಹೆಸರುಪದ,"ದೇ ಎಡಭಾಗವಲ್ಲದುದು, ದಕ್ಷಿಣ ಪಾರ್ಶ್ವ; ಸಂ ",3,"ಪ್ರಭಾವ, ವರ್ಚಸ್ಸು"
ಬಲ,ಹೆಸರುಪದ,"ದೇ ಎಡಭಾಗವಲ್ಲದುದು, ದಕ್ಷಿಣ ಪಾರ್ಶ್ವ; ಸಂ ",4,"ನೆರವು, ಸಹಾಯ"
ಬಲ,ಹೆಸರುಪದ,"ದೇ ಎಡಭಾಗವಲ್ಲದುದು, ದಕ್ಷಿಣ ಪಾರ್ಶ್ವ; ಸಂ ",5,ಕೃಷ್ಣನ ಅಣ್ಣನಾದ ಬಲರಾಮ
ಬಲ,ಹೆಸರುಪದ,"ದೇ ಎಡಭಾಗವಲ್ಲದುದು, ದಕ್ಷಿಣ ಪಾರ್ಶ್ವ; ಸಂ ",6,ಒಬ್ಬ ರಾಕ್ಷಸನ ಹೆಸರು
ಬಲ,ಹೆಸರುಪದ,"ದೇ ಎಡಭಾಗವಲ್ಲದುದು, ದಕ್ಷಿಣ ಪಾರ್ಶ್ವ; ಸಂ ",7,"ಬಿಗಿ, ಗಟ್ಟಿ"
ಬಲ,ಹೆಸರುಪದ,"ದೇ ಎಡಭಾಗವಲ್ಲದುದು, ದಕ್ಷಿಣ ಪಾರ್ಶ್ವ; ಸಂ ",8,ಬಲಿಷ್ಟವಾದುದು
ಬಲ,ಹೆಸರುಪದ,"ದೇ ಎಡಭಾಗವಲ್ಲದುದು, ದಕ್ಷಿಣ ಪಾರ್ಶ್ವ; ಸಂ ",9,ಜ್ಯೋತಿಶಾಸ್ತ್ರದಲ್ಲಿ ಗ್ರಹಗಳು ಜಾತಕನಿಗೆ ನೀಡುವ ಬೆಂಬಲ
ಬಲಮುರಿ,ಹೆಸರುಪದ,= ,1,"ಬಲಕ್ಕೆ ತಿರುಗಿದುದು, ಬಲ ಸುತ್ತು"
ಬಲಮುರಿ,ಹೆಸರುಪದ,= ,2,ಬಲಗಡೆ ಬರುವಂತೆ ಬಿಟ್ಟ ಸೊಂಟ ಪಟ್ಟಿಯ ಚುಂಗು
ಬಲಮುರಿ,ಹೆಸರುಪದ,= ,3,ನದಿಯು ಬಲಗಡೆ ಬಾಗಿರುವ ಸ್ಥಳ
ಬಲಮುರಿ,ಹೆಸರುಪದ,= ,4,ಒಂದು ಬಗೆಯ ಸಸ್ಯ ಮತ್ತು ಬಲಕ್ಕೆ ತಿರುಗಿಕೊಂಡಿರುವಂತೆ ಬಿಡುವ ಅದರ ಕಾಯಿ
ಬಲವಂತ,ಹೆಸರುಪದ,=,1,"ಶಕ್ತಿಶಾಲಿಯಾದುದು, ಬಲಿಷ್ಠವಾದುದು"
ಬಲವಂತ,ಹೆಸರುಪದ,=,2,"ಶಕ್ತಿಶಾಲಿಯಾದವನು, ಸಮರ್ಥನಾದವನು"
ಬಲವಂತ,ಹೆಸರುಪದ,=,3,"ಐಶ್ವರ್ಯವಂತ, ಶ್ರೀಮಂತ"
ಬಲವಂತ,ಹೆಸರುಪದ,=,4,"ಬಲಾತ್ಕಾರ,"
ಬಲಿ,ಹೆಸರುಪದ,ಸಂ ,1,"ಗಟ್ಟಿ, ದೃಢ"
ಬಲಿ,ಹೆಸರುಪದ,ಸಂ ,2,"ಬಲಿಷ್ಠ, ಶಕ್ತಿಶಾಲಿ"
ಬಲಿ,ಹೆಸರುಪದ,ಸಂ ,3,"ಹಿಂದೆ ರಾಜರಿಗೆ ಸಲ್ಲಿಸುತ್ತಿದ್ದ ತೆರಿಗೆ, ಸುಂಕ"
ಬಲಿ,ಹೆಸರುಪದ,ಸಂ ,4,"ಕಾಣಿಕೆ, ಕೊಡುಗೆ"
ಬಲಿ,ಹೆಸರುಪದ,ಸಂ ,5,"ಪೂಜೆ, ಆರಾಧನೆ"
ಬಲಿ,ಹೆಸರುಪದ,ಸಂ ,6,"ಗೃಹಸ್ಥನು ತನ್ನ ದಿನದ ಆಹಾರದಲ್ಲಿ ಒಂದು ಭಾಗವನ್ನು ಪ್ರಾಣಿ, ಪಕ್ಷಿ ಮುಂ.ವುಗಳಿಗೆ ಕೊಡುವ ಧಾರ್ಮಿಕ ಕ್ರಿಯೆ, ಭೂತ ಯಜ್ಞ"
ಬಲಿ,ಹೆಸರುಪದ,ಸಂ ,7,ಎಂಜಲು
ಬಲಿ,ಹೆಸರುಪದ,ಸಂ ,8,"ಹಬ್ಬ, ಉತ್ಸವ"
ಬಲಿ,ಹೆಸರುಪದ,ಸಂ ,9,ದೈತ್ಯ ಚಕ್ರವರ್ತಿಯ ಹೆಸರು
ಬಲಿ,ಹೆಸರುಪದ,ಸಂ ,10,"೦ ನೆರಿಗೆ, ಮಡಿಕೆ"
ಬಲಿ,ಹೆಸರುಪದ,ಸಂ ,12,ಕಾಗೆ
ಬಲಿ,ಹೆಸರುಪದ,ಸಂ ,14,ಪ್ರಕೃತಿ ಸ್ವಭಾವ
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,1,"ಬಲಿಷ್ಠವಾಗು, ಸಮರ್ಥವಾಗಿರು"
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,2,"ಹೆಚ್ಚಾಗು, ಅಧಿಕಗೊಳ್ಳು"
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,3,"ಹಣ್ಣು, ಸಸ್ಯ ಮುಂ.ವು ಪೂರ್ಣವಾಗಿ ಬೆಳೆ"
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,4,"ದೊಡ್ಡದಾಗು, ದಪ್ಪವಾಗು"
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,5,ಹೆಪ್ಪುಗಟ್ಟು
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,6,"ಒರಟಾಗು, ಬಿರುಸಾಗು"
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,7,"ಸೊಕ್ಕು, ಗರ್ವಿಸು"
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,8,"ನೆಲೆಗೊಳ್ಳು, ನಿಲ್ಲು"
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,9,ದೃಢ ಮನಸ್ಕನಾಗು
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,10,೦ ನಿರ್ಮಾಣವಾಗು
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,12,ಪ್ರಕಟವಾಗು
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,14,"ತುಂಬು, ಹರಡು"
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,16,ನಿಯಮಕ್ಕೆ ಒಳಪಡು
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,18,"ಕ್ಲಿಷ್ಟವಾಗು, ದುಸ್ಸಾಧ್ಯವಾಗು"
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,20,ಮುಚ್ಚು
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,22,ನಾಟು
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,24,ಭದ್ರ ಪಡಿಸು
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,26,ನೆಲೆಗೊಳಿಸು
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,28,ತಡೆ
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,29,೦ ಪೂರ್ಣಗೊಳಿಸು
ಬಲಿ,ಎಸಕಪದ,ಸಂ ,31,"ಉತ್ತೇಜಿಸು, ಪ್ರಚೋದಿಸು"
ಬಲಿಷ್ಠ,ಹೆಸರುಪದ,ಸಂ ,1,ತುಂಬ ಬಲವಾದುದು
ಬಲಿಷ್ಠ,ಹೆಸರುಪದ,ಸಂ ,2,"ಬಲಶಾಲಿ, ಶಕ್ತಿವಂತ"
ಬಲಿಹಾಕು,ಎಸಕಪದ,= ,1,ಆಹುತಿಯಾಗಿ ಅರ್ಪಿಸು
ಬಲಿಹಾಕು,ಎಸಕಪದ,= ,2,"ಆಲಂ ಶಿಕ್ಷಿಸು, ಶಾಸ್ತಿ ಮಾಡು"
ಬಲುಮೆ,ಹೆಸರುಪದ,<ದೇ. ಬಲ್ಮೆ ,1,"ಬಲ, ಶಕ್ತಿ"
ಬಲುಮೆ,ಹೆಸರುಪದ,<ದೇ. ಬಲ್ಮೆ ,2,"ಪರಿಣತಿ, ನೈಪುಣ್ಯ"
ಬಲುಮೆ,ಹೆಸರುಪದ,<ದೇ. ಬಲ್ಮೆ ,3,"ಶ್ರೇಷ್ಠತೆ, ಬಲಾತ್ಕಾರ"
ಬಲುಹು,ಹೆಸರುಪದ,ದೇ ,1,"ಬಲ, ಶಕ್ತಿ"
ಬಲುಹು,ಹೆಸರುಪದ,ದೇ ,2,"ದೃಢತೆ, ಸ್ಥಿರತೆ"
ಬಲುಹು,ಹೆಸರುಪದ,ದೇ ,3,"ಬಿಗಿ, ಗಾಢತೆ"
ಬಲುಹು,ಹೆಸರುಪದ,ದೇ ,4,"ಒತ್ತಾಯ, ಬಲವಂತ"
ಬಲುಹು,ಹೆಸರುಪದ,ದೇ ,5,ಬಲಿಷ್ಠವಾದುದು
ಬಲುಹು,ಹೆಸರುಪದ,ದೇ ,6,ಶಕ್ತಿಶಾಲಿ
ಬಲುಹು,ಹೆಸರುಪದ,ದೇ ,7,"ಮಿಗಿಲಾದವನು, ಉತ್ತಮ"
ಬಲುಹು,ಹೆಸರುಪದ,ದೇ ,8,ಹೆಚ್ಚಾದುದು
ಬಲುಹು,ಹೆಸರುಪದ,ದೇ ,9,"ಒತ್ತಾಸೆ, ಬೆಂಬಲ"
ಬಲುಹು,ಹೆಸರುಪದ,ದೇ ,10,"೦ ಕಟ್ಟು, ಆನಿಕೆ"
ಬಲುಹು,ಹೆಸರುಪದ,ದೇ ,12,ಕಠಿಣವಾದುದು
ಬಲುಹು,ಹೆಸರುಪದ,ದೇ ,14,"ಮಹಿಮೆ, ಪ್ರಭಾವ"
ಬಲುಹು,ಹೆಸರುಪದ,ದೇ ,16,"ಹಿರಿಮೆ, ಪ್ರೌಢಿಮೆ"
ಬಲುಹು,ಹೆಸರುಪದ,ದೇ ,18,ಬಿರುಸು ಮಾತು
ಬಲೆ,ಹೆಸರುಪದ,ದೇ ,1,"ಪ್ರಾಣಿ, ಪಕ್ಷಿ ಮುಂ.ವನ್ನು ಹಿಡಿಯುವ ಸಾಧನ"
ಬಲೆ,ಹೆಸರುಪದ,ದೇ ,2,"ಆಲಂ ಮೋಸ, ವಂಚನೆ"
ಬಲ್ಕಣಿ,ಹೆಸರುಪದ,ದೇ ,1,ಬಹಳ ಶೂರನಾದವನು
ಬಲ್ಕಣಿ,ಹೆಸರುಪದ,ದೇ ,2,ಶೌರ್ಯ
ಬಲ್ಕಣಿ,ಹೆಸರುಪದ,ದೇ ,3,"ನಿಪುಣ, ಪರಿಣತ"
ಬಲ್ಕಣಿ,ಹೆಸರುಪದ,ದೇ ,4,"ಪ್ರಬಲವಾದುದು, ಸಮರ್ಥವಾದುದು"
ಬಲ್ಕಣಿ,ಹೆಸರುಪದ,ದೇ ,5,ಪವಿತ್ರ ಸ್ಥಳ
ಬಲ್ಕೆ,ಹೆಸರುಪದ,<ದೇ. ಬಲ್ + ಕೆ ,1,"ಜೋರು, ರಭಸ"
ಬಲ್ಕೆ,ಹೆಸರುಪದ,<ದೇ. ಬಲ್ + ಕೆ ,2,ದೊಡ್ಡದಾದುದು
ಬಲ್ಲಹ,ಹೆಸರುಪದ,<ಸಂ. ವಲ್ಲಭ ,1,"ಯಜಮಾನ, ಒಡೆಯ"
ಬಲ್ಲಹ,ಹೆಸರುಪದ,<ಸಂ. ವಲ್ಲಭ ,2,"ರಾಜ, ದೊರೆ"
ಬಲ್ಲಹ,ಹೆಸರುಪದ,<ಸಂ. ವಲ್ಲಭ ,3,"ಗಂಡ, ಪತಿ"
ಬಲ್ಲಹ,ಹೆಸರುಪದ,<ಸಂ. ವಲ್ಲಭ ,4,"ಸಾಹಸಿ, ಪರಾಕ್ರಮಿ"
ಬಲ್ಲಿದ,ಹೆಸರುಪದ,ದೇ ,1,"ಬಲಿಷ್ಠನಾದವನು, ಪರಾಕ್ರಮಿ"
ಬಲ್ಲಿದ,ಹೆಸರುಪದ,ದೇ ,2,"ಧನಿಕ, ಶ್ರೀಮಂತ"
ಬಲ್ಲಿದ,ಹೆಸರುಪದ,ದೇ ,3,"ತಿಳಿದವನು, ಜ್ಞಾನಿ"
ಬಲ್ಲಿದ,ಹೆಸರುಪದ,ದೇ ,4,"ಶ್ರೇಷ್ಠನಾದವನು, ಮಹಾತ್ಮ"
ಬಲ್ಲಿದ,ಪರಿಚೆಪದ,ದೇ ,1,ಬಲಿಷ್ಠವಾದ
ಬಲ್ಲಿದ,ಪರಿಚೆಪದ,ದೇ ,2,"ಉತ್ತಮವಾದ, ಶ್ರೇಷ್ಠವಾದ"
ಬಳಕೆ,ಹೆಸರುಪದ,ದೇ ,1,"ಉಪಯೋಗಿಸುವಿಕೆ, ಬಳಸುವಿಕೆ"
ಬಳಕೆ,ಹೆಸರುಪದ,ದೇ ,2,"ವಿಶೇಷವಾದ ಪರಿಚಯ, ಗುರುತು"
ಬಳಕೆ,ಹೆಸರುಪದ,ದೇ ,3,"ರೂಢಿ, ಅಭ್ಯಾಸ, ಪದ್ಧತಿ"
ಬಳಕೆ,ಹೆಸರುಪದ,ದೇ ,4,"ರೀತಿ, ಕ್ರಮ"
ಬಳಚು,ಎಸಕಪದ,ದೇ ,1,"ಜಾರು, ನುಣುಚಿಕೊಳ್ಳು"
ಬಳಚು,ಎಸಕಪದ,ದೇ ,2,"ಕತ್ತರಿಸು, ತುಂಡರಿಸು"
ಬಳಚು,ಎಸಕಪದ,ದೇ ,3,"ನೇವರಿಸು, ಸವರು, ತಡವು"
ಬಳತ,ಹೆಸರುಪದ,ಪಣತ ,1,ಧಾನ್ಯಗಳನ್ನು ಸಂಗ್ರಹಿಸಲು ಕಟ್ಟಿದ ಮೇಲ್ಭಾಗದ ಬಾಗಿಲುಳ್ಳ ಯಾ ಹಂತಗಳಿಂದ ಕೂಡಿದ ಬಾಗಿಲುಳ್ಳ ಕೊಠಡಿ; ಕಣಜ
ಬಳತ,ಹೆಸರುಪದ,ಪಣತ ,2,"ಬಿದಿರು ಯಾ ಚಾಪೆಯಿಂದ ಹೆಣೆದು ಮಾಡಿದ ಧಾನ್ಯವನ್ನು ಸಂಗ್ರಹಿಸುವ - ಸಾಧನ, ತೊಂಬೆ, ಗಳಿಗೆ"
ಬಳತ,ಹೆಸರುಪದ,ಪಣತ ,3,"ತೆಳ್ಳಗಿರುವ ಬಿದಿರಿನ ಸೀಳು, ಗಳು, ದಬ್ಬೆ"
ಬಳಪ,ಹೆಸರುಪದ,ದೇ ,1,ಕಪ್ಪು ಹಲಗೆಯ ಮೇಲೆ ಬರೆಯಲು ಉಪಯೋಗಿಸುವ ಮಿದುವಾದ ಕಲ್ಲು ಕಡ್ಡಿ
ಬಳಪ,ಹೆಸರುಪದ,ದೇ ,2,ಬಳಪದ ಕಲ್ಲು
ಬಳಲು,ಎಸಕಪದ,ದೇ ,1,"ದಣಿ, ಆಯಾಸಗೊಳ್ಳು"
ಬಳಲು,ಎಸಕಪದ,ದೇ ,2,"ಜೋಲು ಬೀಳು, ನೇತಾಡು, ಸಡಿಲವಾಗು"
ಬಳವಿ,ಹೆಸರುಪದ,<ದೇ. ಬಳ + ವಿ ,1,"ಬೆಳವಣಿಗೆ, ವೃದ್ಧಿ"
ಬಳವಿ,ಹೆಸರುಪದ,<ದೇ. ಬಳ + ವಿ ,2,"ವ್ಯಾಪ್ತಿ, ಹರಹು"
ಬಳಸು,ಹೆಸರುಪದ,ದೇ ,1,"ಆವರಿಸುವಿಕೆ, ಸುತ್ತುವರಿಯುವಿಕೆ, ಮುತ್ತುವಿಕೆ"
ಬಳಸು,ಹೆಸರುಪದ,ದೇ ,2,"ಸುತ್ತುವಿಕೆ, ಭ್ರಮಣ"
ಬಳಸು,ಹೆಸರುಪದ,ದೇ ,3,ಸುತ್ತುಗಟ್ಟುವ ಸಾಧನ
ಬಳಸು,ಹೆಸರುಪದ,ದೇ ,4,"ಸುತ್ತುಮುತ್ತು, ಆಸುಪಾಸು"
ಬಳಸು,ಹೆಸರುಪದ,ದೇ ,5,"ಆವರ್ತ, ಸುತ್ತು"
ಬಳಸು,ಹೆಸರುಪದ,ದೇ ,6,ಸುತ್ತುಮಾತು
ಬಳಸು,ಹೆಸರುಪದ,ದೇ ,7,"ಊಟ ಮೊ. ವಿಷಯಗಳಲ್ಲಿ ಸರದಿ, ಸಲ, ಬಾರಿ"
ಬಳಸು,ಹೆಸರುಪದ,ದೇ ,8,"ಕವಚ, ಚಿಲಖತ್ತು"
ಬಳಸು,ಎಸಕಪದ,ದೇ ,1,"ಸುತ್ತುವರಿ, ಸುತ್ತುಗಟ್ಟು"
ಬಳಸು,ಎಸಕಪದ,ದೇ ,2,"ಸುತ್ತಾಡು, ಅಲೆ, ತಿರುಗು"
ಬಳಸು,ಎಸಕಪದ,ದೇ ,3,ವರ್ತುಲವಾಗಿ ಸುತ್ತು
ಬಳಸು,ಎಸಕಪದ,ದೇ ,4,ಹೊರಳು
ಬಳಸು,ಎಸಕಪದ,ದೇ ,5,ಸುತ್ತಿ ಹೇಳು
ಬಳಸು,ಎಸಕಪದ,ದೇ ,6,ಉಪಯೋಗ ಮಾಡು
ಬಳಸು,ಎಸಕಪದ,ದೇ ,7,"ಭೋಗಿಸು, ಅನುಭವಿಸು"
ಬಳಿ,ಹೆಸರುಪದ,ದೇ ,1,"ದಾರಿ, ಮಾರ್ಗ"
ಬಳಿ,ಹೆಸರುಪದ,ದೇ ,2,"ಎಡೆ, ಸ್ಥಳ, ಪ್ರದೇಶ"
ಬಳಿ,ಹೆಸರುಪದ,ದೇ ,3,"ಸಮೀಪ, ಹತ್ತಿರ"
ಬಳಿ,ಹೆಸರುಪದ,ದೇ ,4,"ಹಿಂಭಾಗ, ಹಿಂದುಗಡೆ"
ಬಳಿ,ಹೆಸರುಪದ,ದೇ ,5,"ವಂಶ, ಪೀಳಿಗೆ, ಕುಲ"
ಬಳಿ,ಹೆಸರುಪದ,ದೇ ,6,"ಸುದ್ದಿಯನ್ನು ಒಯ್ಯುವ ಆಳು, ಸೇವಕ"
ಬಳಿ,ಎಸಕಪದ,ದೇ ,1,"ಗುಡಿಸು, ಉಡುಪು ಸ್ವಚ್ಛಮಾಡು"
ಬಳಿ,ಎಸಕಪದ,ದೇ ,2,"ತೊಡೆ, ಒರೆಸು"
ಬಳಿ,ಎಸಕಪದ,ದೇ ,3,"ಗೋರು, ಬಾಚು"
ಬಳಿ,ಎಸಕಪದ,ದೇ ,4,"ಲೇಪಿಸು, ಹಚ್ಚು, ಸವರು"
ಬಳಿ,ಎಸಕಪದ,ದೇ ,5,"ನೆಲವನ್ನು ಸಾರಿಸು, ಒರೆಸು"
ಬಳುಕು,ಹೆಸರುಪದ,ದೇ ,1,"ನಡುಕ, ಕಂಪನ"
ಬಳುಕು,ಹೆಸರುಪದ,ದೇ ,2,"ಹೆದರಿಕೆ, ಅಂಜಿಕೆ"
ಬಳುಕು,ಎಸಕಪದ,ದೇ ,1,"ಅಂಜು, ಹೆದರು"
ಬಳುಕು,ಎಸಕಪದ,ದೇ ,2,"ತೊನೆದಾಡು, ಒಲೆದಾಡು"
ಬಳೆ,ಹೆಸರುಪದ,ದೇ ,1,"ವರ್ತುಲ, ವೃತ್ತಾಕಾರವಾದುದು"
ಬಳೆ,ಹೆಸರುಪದ,ದೇ ,2,"ಕಡಗ, ಕಂಕಣ, ಕೈಗೆ ಹಾಕುವ ಗಾಜು, ಲೋಹ ಮೊ.ವುಗಳ ದುಂಡನೆಯ ಆಭರಣ"
ಬಳೆ,ಹೆಸರುಪದ,ದೇ ,3,ಕಾಲಿನಲ್ಲಿ ಧರಿಸುವ ಕಡಗ
ಬಳೆ,ಹೆಸರುಪದ,ದೇ ,4,"ತೋಳುಬಂದಿ, ವಂಕಿ"
ಬಳೆ,ಹೆಸರುಪದ,ದೇ ,5,ಗಂಟುಮೂಳೆ
ಬಳೆ,ಹೆಸರುಪದ,ದೇ ,6,ಕತ್ತಿನ ಸುತ್ತಲೂ ಇರುವ ವಲಯಾಕಾರದ ಮೂಳೆ
ಬಳೆ,ಹೆಸರುಪದ,ದೇ ,7,"ಪರಿಧಿ, ವಲಯ"
ಬಳೆ,ಹೆಸರುಪದ,ದೇ ,8,"ವರ್ತುಲಾಕಾರವಾದ ಒಂದು ಆಯುಧ, ಚಕ್ರ"
ಬಳೆ,ಹೆಸರುಪದ,ದೇ ,9,"ರಥ, ಬಂಡಿ ಮೊ.ವುಗಳ ಚಕ್ರದ ಹೊರ ಭಾಗಕ್ಕೆ ತೊಡಿಸುವ ವರ್ತುಲಾಕಾರವಾದ ಕಬ್ಬಿಣದ ಪಟ್ಟಿ"
ಬಳೆ,ಹೆಸರುಪದ,ದೇ ,10,"೦ ಆನೆಯ ಕೋರೆ ಯಾ ಎತ್ತು ಮುಂ. ಪ್ರಾಣಿಗಳ ಕೊಂಬುಗಳ ತುದಿಗೆ ತೊಡಿಸುವ ಅಲಂಕಾರದ ಸಾಧನ, ಅಣಸು"
ಬಳೆ,ಹೆಸರುಪದ,ದೇ ,12,"ಕುದುರೆಯ ಸೊಂಟದ ಪಟ್ಟಿ, ತಂಗುಪಟ್ಟಿ"
ಬಳೆ,ಹೆಸರುಪದ,ದೇ ,14,"ಒಂದು ಬಗೆಯ ಸಸ್ಯ, ಕಳ್ಳಂಗಡಲೆ"
ಬಳೆ,ಎಸಕಪದ,ದೇ ,1,"ಮಾನವ, ಪ್ರಾಣಿ, ಪಕ್ಷಿ ಮೊ.ವು ಶಾರೀರಿಕವಾಗಿ ಯಾ ವಯಸ್ಸಿನಲ್ಲಿ ಯಾ ಮಾನಸಿಕವಾಗಿ ವೃದ್ಧಿಯಾಗು, ವರ್ಧಿಸು, ಬೆಳೆ"
ಬಳೆ,ಎಸಕಪದ,ದೇ ,2,"ಗಿಡ, ಮರಗಳು ವೃದ್ಧಿಯಾಗು"
ಬಳೆ,ಎಸಕಪದ,ದೇ ,3,"ಹುಟ್ಟು, ಮೊಳೆ, ಅಂಕುರಿಸು"
ಬಳೆ,ಎಸಕಪದ,ದೇ ,4,"ಭಯ, ಕೋಪ, ಆಶ್ಚರ್ಯ, ಅನುರಾಗ ಇತ್ಯಾದಿ ಭಾವನೆಗಳು ಉಂಟಾಗು, ಮೂಡು"
ಬಳೆ,ಎಸಕಪದ,ದೇ ,5,ಗಾತ್ರದಲ್ಲಿ ಬೆಳವಣಿಗೆಯನ್ನು ಹೊಂದು
ಬಳೆ,ಎಸಕಪದ,ದೇ ,6,ಪೈರಿನಿಂದ ತುಂಬು
ಬಳೆ,ಎಸಕಪದ,ದೇ ,7,ಎತ್ತರವಾಗು
