word,wordtype,origin,meaning_number,meaning
ಅಂಕನ,ಹೆಸರುಪದ,ಸಂ ,1,ಗುರುತು ಮಾಡುವುದು
ಅಂಕನ,ಹೆಸರುಪದ,ಸಂ ,2,ಬರೆ ಹಾಕುವುದು
ಅಂಕನ,ಹೆಸರುಪದ,ಸಂ ,3,ಗುರುತು
ಅಂಕಿತ,ಹೆಸರುಪದ,ಸಂ ,1,ಗುರುತು
ಅಂಕಿತ,ಹೆಸರುಪದ,ಸಂ ,2,"ರುಜು, ಸಹಿ"
ಅಂಕುರ,ಹೆಸರುಪದ,ಸಂ ,1,ಮೊಳಕೆ
ಅಂಕುರ,ಹೆಸರುಪದ,ಸಂ ,2,ಕೂದಲು
ಅಂಕುರ,ಹೆಸರುಪದ,ಸಂ ,3,ರಕ್ತ
ಅಂಕುರ,ಹೆಸರುಪದ,ಸಂ ,4,ನೀರು
ಅಂಕುರ,ಹೆಸರುಪದ,ಸಂ ,5,ಊತ
ಅಂಕುಶ,ಹೆಸರುಪದ,ಸಂ ,1,ಆನೆಯನ್ನು ಹದ್ದಿನಲ್ಲಿ ಇಡಲು ಉಪಯೋಗಿಸುವ ಒಂದು ಸಾಧನ
ಅಂಕುಶ,ಹೆಸರುಪದ,ಸಂ ,2,ಒಂದು ಆಯುಧ
ಅಂಕುಶ,ಹೆಸರುಪದ,ಸಂ ,3,"ಹಿಡಿತ, ಹತೋಟಿ"
ಅಂಕೆ,ಹೆಸರುಪದ,<ಸಂ. ಅಂಕ ,1,ಅಪ್ಪಣೆ
ಅಂಕೆ,ಹೆಸರುಪದ,<ಸಂ. ಅಂಕ ,2,ಹತೋಟಿ
ಅಂಕೆ,ಹೆಸರುಪದ,<ಸಂ. ಅಂಕ ,3,ದರ್ಪ
ಅಂಕೆ,ಹೆಸರುಪದ,<ಸಂ. ಅಂಕ ,4,ಎಣಿಕೆ
ಅಂಕೆ,ಹೆಸರುಪದ,<ಸಂ. ಅಂಕ ,5,ಗುರುತು
ಅಂಕೆ,ಹೆಸರುಪದ,<ಸಂ. ಅಂಕ ,6,"ಸಂಖ್ಯೆಯ ಚಿಹ್ನೆ, ನಂಬರು"
ಅಂಗ,ಹೆಸರುಪದ,ಸಂ ,1,ಅಂಶ
ಅಂಗ,ಹೆಸರುಪದ,ಸಂ ,2,"ದೇಹ, ಶರೀರ"
ಅಂಗ,ಹೆಸರುಪದ,ಸಂ ,3,ಅವಯವ
ಅಂಗ,ಹೆಸರುಪದ,ಸಂ ,4,ಭಾಗ
ಅಂಗ,ಹೆಸರುಪದ,ಸಂ ,5,ಒಂದು ದೇಶ
ಅಂಗದ,ಹೆಸರುಪದ,ಸಂ ,1,ತೋಳುಬಳೆ
ಅಂಗದ,ಹೆಸರುಪದ,ಸಂ ,2,ವಾಲಿಯ ಮಗನ ಹೆಸರು
ಅಂಗರಾಗ,ಹೆಸರುಪದ,ಸಂ ,1,ಮೈಗೆ ಸುಗಂಧ ಲೇಪಿಸಿಕೊಳ್ಳುವುದು
ಅಂಗರಾಗ,ಹೆಸರುಪದ,ಸಂ ,2,ಸುಗಂಧ ಲೇಪನ ದ್ರವ್ಯ
ಅಂಗಾರ,ಹೆಸರುಪದ,ಸಂ ,1,ಕೆಂಡ
ಅಂಗಾರ,ಹೆಸರುಪದ,ಸಂ ,2,ಇದ್ದಿಲು
ಅಂಗಾರ,ಹೆಸರುಪದ,ಸಂ ,3,ದೇವರ ಧೂಪಾರತಿಯ ಕೆಂಡವನ್ನು ನೀರಿನಲ್ಲಿ ಆರಿಸಿ ಅದನ್ನು ಹಣೆಯಲ್ಲಿ ಧರಿಸುವ ಲಾಂಛನ ಊರ್ಧ್ವರೇಖೆ
ಅಂಗುಲ(ಳ),ಹೆಸರುಪದ,ಸಂ ,1,ಬೆರಳು
ಅಂಗುಲ(ಳ),ಹೆಸರುಪದ,ಸಂ ,2,ಒಂದು ಇಂಚು
ಅಂಗುಷ್ಠ,ಹೆಸರುಪದ,ಸಂ ,1,"ಪಾದದ ಹೆಬ್ಬೆರಳು, ಅಂಗುಟ"
ಅಂಗುಷ್ಠ,ಹೆಸರುಪದ,ಸಂ ,2,ಹೆಬ್ಬೆರಳಿನ ಅಗಲದ ಅಳತೆ.
ಅಂಗೂಷ,ಹೆಸರುಪದ,ಸಂ ,1,ಮುಂಗುಸಿ
ಅಂಗೂಷ,ಹೆಸರುಪದ,ಸಂ ,2,"ಬಾಣ, ಶರ"
ಅಂಘ್ರಿ,ಹೆಸರುಪದ,ಸಂ ,1,"ಹೆಜ್ಜೆ, ಪಾದ"
ಅಂಘ್ರಿ,ಹೆಸರುಪದ,ಸಂ ,2,ಬೇರು
ಅಂಘ್ರಿ,ಹೆಸರುಪದ,ಸಂ ,3,ಕಾಲು
ಅಂಚು,ಹೆಸರುಪದ,<ಸಂ. ಅಂಶು ,1,"ಕೊನೆ, ತುದಿ"
ಅಂಚು,ಹೆಸರುಪದ,<ಸಂ. ಅಂಶು ,2,"ಸೀರೆ, ಧೋತ್ರಗಳ ದಡಿ"
ಅಂಡಜ,ಹೆಸರುಪದ,ಸಂ ,1,"ಮೊಟ್ಟೆಯಿಂದ ಹುಟ್ಟಿ ಬರುವ ಹಕ್ಕಿ, ಹಾವು, ಮೀನು, ಮುಂ. ಜೀವಿಗಳು"
ಅಂಡಜ,ಹೆಸರುಪದ,ಸಂ ,2,ಬ್ರಹ್ಮ
ಅಂಡಲೆ,ಹೆಸರುಪದ,ದೇ ,1,ಪೀಡೆ
ಅಂಡಲೆ,ಹೆಸರುಪದ,ದೇ ,2,ಹಿಂಸೆ
ಅಂಡಲೆ,ಎಸಕಪದ,ದೇ ,1,"ಕಾಡು, ಪೀಡಿಸು"
ಅಂಡಲೆ,ಎಸಕಪದ,ದೇ ,2,ಕಷ್ಟಕ್ಕೆ ಒಳಗು ಮಾಡು
ಅಂಡು,ಹೆಸರುಪದ,ದೇ ,1,"ನಿತಂಬ, ಪಿರ್ರೆ"
ಅಂಡು,ಹೆಸರುಪದ,ದೇ ,2,ಆಸರೆ
ಅಂಡು,ಹೆಸರುಪದ,ದೇ ,3,"ಅಡಿ, ತಳಭಾಗ."
ಅಂಡೆ,ಹೆಸರುಪದ,ದೇ ,1,ಟೊಳ್ಳಾದ ಬಿದಿರಿನ ಪಾತ್ರೆ
ಅಂಡೆ,ಹೆಸರುಪದ,ದೇ ,2,ಬಿದಿರಿನಿಂದ ಮಾಡಿದ ಜೀರ್ಕೊಳವೆ
ಅಂತ,ಹೆಸರುಪದ,ಸಂ ,1,"ಕೊನೆ, ತುದಿ"
ಅಂತ,ಹೆಸರುಪದ,ಸಂ ,2,ಅಂಚು
ಅಂತ,ಹೆಸರುಪದ,ಸಂ ,3,ಮುಗಿವು
ಅಂತ,ಹೆಸರುಪದ,ಸಂ ,4,"ಕೊನೆಗಾಲ, ಸಾವು"
ಅಂತ,ಹೆಸರುಪದ,ಸಂ ,5,"ಕೀಳು, ಹೀನ"
ಅಂತ,ಹೆಸರುಪದ,ಸಂ ,6,"ಉಳಿಕೆ, ಶೇಷ"
ಅಂತ,ಹೆಸರುಪದ,ಸಂ ,7,"ಹತ್ತಿರ, ಸಮೀಪ"
ಅಂತ,ಹೆಸರುಪದ,ಸಂ ,8,ಒಳಗು
ಅಂತಃಕರಣ,ಹೆಸರುಪದ,ಸಂ ,1,ಮನಸ್ಸು
ಅಂತಃಕರಣ,ಹೆಸರುಪದ,ಸಂ ,2,ಚಿತ್ತವೃತ್ತಿ
ಅಂತಃಕರಣ,ಹೆಸರುಪದ,ಸಂ ,3,"ದಯೆ, ಕನಿಕರ"
ಅಂತಕ,ಹೆಸರುಪದ,ಸಂ ,1,"ಯಮ, ಮೃತ್ಯುದೇವತೆ"
ಅಂತಕ,ಹೆಸರುಪದ,ಸಂ ,2,"ಸಾವು, ಮೃತ್ಯು"
ಅಂತರ,ಹೆಸರುಪದ,ಸಂ ,1,"ವ್ಯತ್ಯಾಸ, ಭೇದ"
ಅಂತರ,ಹೆಸರುಪದ,ಸಂ ,2,ನಡುವಣ ಭಾಗ
ಅಂತರ,ಹೆಸರುಪದ,ಸಂ ,3,ಸಮೀಪ
ಅಂತರ,ಹೆಸರುಪದ,ಸಂ ,4,ದೂರ
ಅಂತರ,ಹೆಸರುಪದ,ಸಂ ,5,ಮೆಟ್ಟಿಲು ಮೆಟ್ಟಿಲಾಗುವ ಸ್ಥಿತಿ
ಅಂತರ,ಹೆಸರುಪದ,ಸಂ ,6,ಬಿಡುವು
ಅಂತರ,ಹೆಸರುಪದ,ಸಂ ,7,ಕಾಲಾವಕಾಶ
ಅಂತರ,ಹೆಸರುಪದ,ಸಂ ,8,ಮನಸ್ಸು
ಅಂತರ,ಹೆಸರುಪದ,ಸಂ ,9,ಆತ್ಮ; ಪಿಶಾಚಿ ಸಂ
ಅಂತರ,ಹೆಸರುಪದ,ಸಂ ,10,ಸದ್ಗತಿ ಕಾಣದ ಜೀವ
ಅಂತರ,ಹೆಸರುಪದ,ಸಂ ,11,ನೆಲೆಯಿಲ್ಲದೆ ತೊಳಲಾಡುವ ವ್ಯಕ್ತಿ
ಅಂತರಂಗ,ಹೆಸರುಪದ,ಸಂ ,1,ಒಳಭಾಗ
ಅಂತರಂಗ,ಹೆಸರುಪದ,ಸಂ ,2,"ಮನಸ್ಸು, ಹೃದಯ"
ಅಂತರಂಗ,ಹೆಸರುಪದ,ಸಂ ,3,ಒಳಗಿನ ಅಭಿಪ್ರಾಯ
ಅಂತರಾತ್ಮ,ಹೆಸರುಪದ,ಸಂ ,1,ಜೀವಾತ್ಮ
ಅಂತರಾತ್ಮ,ಹೆಸರುಪದ,ಸಂ ,2,ಪರಮಾತ್ಮ
ಅಂತರಾಳ,ಹೆಸರುಪದ,ಸಂ ,1,ನಡುವಿನ ಜಾಗ
ಅಂತರಾಳ,ಹೆಸರುಪದ,ಸಂ ,2,ಅಂತ ರಂಗದ ಭಾವ
ಅಂತರಾಳ,ಹೆಸರುಪದ,ಸಂ ,3,ಆಕಾಶ
ಅಂತರಿಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,1,"ಆಕಾಶ, ನಭ, ಬಾನು"
ಅಂತರಿಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,2,"ಭೂಮಿಗೂ, ಆಕಾಶಕ್ಕೂ ನಡುವಣ ಪ್ರದೇಶ"
ಅಂತರೀಯ,ಹೆಸರುಪದ,ಸಂ ,1,ಒಳ ಉಡುಪು
ಅಂತರೀಯ,ಹೆಸರುಪದ,ಸಂ ,2,ನಡು ವಿನಿಂದ ಕೆಳಕ್ಕೆ ಉಡುವ ವಸ್ತ್ರ
ಅಂತಸ್ತು,ಹೆಸರುಪದ,<ಸಂ. ಅಂತಸ್ಥ ,1,ಮಹಡಿ
ಅಂತಸ್ತು,ಹೆಸರುಪದ,<ಸಂ. ಅಂತಸ್ಥ ,2,"ಹಂತ, ಮಟ್ಟ"
ಅಂತಸ್ತು,ಹೆಸರುಪದ,<ಸಂ. ಅಂತಸ್ಥ ,3,ಒಂದರ ಮೇಲೊಂದರಂತೆ ಅಳವಟ್ಟಿರುವ ಶ್ರೇಣಿ
ಅಂತು,ಹೆಸರುಪದ,ದೇ ,1,"ಕೊನೆ, ತುದಿ"
ಅಂತು,ಹೆಸರುಪದ,ದೇ ,2,"ಒಳಗುಟ್ಟು, ಮರ್ಮ"
ಅಂತ್ಯ,ಹೆಸರುಪದ,ಸಂ ,1,"ಕೊನೆ, ತುದಿ"
ಅಂತ್ಯ,ಹೆಸರುಪದ,ಸಂ ,2,ಸಾವು
ಅಂತ್ಯ,ಹೆಸರುಪದ,ಸಂ ,3,ಪ್ರಳಯ
ಅಂದು,ಹೆಸರುಪದ,ದೇ ,1,ಆ ದಿನ
ಅಂದು,ಹೆಸರುಪದ,ದೇ ,2,ಆ ಸಂದರ್ಭ
ಅಂದುಕ,ಹೆಸರುಪದ,ಸಂ ,1,"ಕಾಲಸರಪಳಿ, ನೂಪುರ"
ಅಂದುಕ,ಹೆಸರುಪದ,ಸಂ ,2,ಆನೆಯ ಕಾಲಿಗೆ ಕಟ್ಟುವ ಸರಪಳಿ
ಅಂಬರ,ಹೆಸರುಪದ,ಸಂ ,1,ಬಟ್ಟೆ
ಅಂಬರ,ಹೆಸರುಪದ,ಸಂ ,2,ಆಕಾಶ
ಅಂಬರ,ಹೆಸರುಪದ,ಸಂ ,3,ಸೊನ್ನೆಯ ಸಂಕೇತ
ಅಂಬರ,ಹೆಸರುಪದ,ಸಂ ,4,ಹತ್ತಿರ
ಅಂಬರ,ಹೆಸರುಪದ,ಸಂ ,5,ಕಾಗೆಬಂಗಾರ
ಅಂಬರ,ಹೆಸರುಪದ,ಸಂ ,6,ಹತ್ತಿ
ಅಂಬರ,ಹೆಸರುಪದ,ಸಂ ,7,ಹಾಸಿಗೆ
ಅಂಬರೀಷ,ಹೆಸರುಪದ,ಸಂ ,1,ವಿಷ್ಣು
ಅಂಬರೀಷ,ಹೆಸರುಪದ,ಸಂ ,2,ಶಿವ
ಅಂಬರೀಷ,ಹೆಸರುಪದ,ಸಂ ,3,ಸೂರ್ಯ
ಅಂಬರೀಷ,ಹೆಸರುಪದ,ಸಂ ,4,ಬಾಣಲೆ
ಅಂಬಾರ,ಹೆಸರುಪದ,ಪಾರ ,1,ಹುಲ್ಲಿನ ಬಣವೆ
ಅಂಬಾರ,ಹೆಸರುಪದ,ಪಾರ ,2,ಧಾನ್ಯದ ರಾಶಿ
ಅಂಬು,ಹೆಸರುಪದ,ಸಂ ,1,ಬಾಣ
ಅಂಬು,ಹೆಸರುಪದ,ಸಂ ,2,ನೀರು
ಅಂಬು,ಹೆಸರುಪದ,ಸಂ ,3,ಲಾವಂಚ ಸುವಾಸನೆಯ ಒಂದು ಬಗೆಯ ಬೇರು
ಅಂಬುಜ,ಹೆಸರುಪದ,ಸಂ ,1,ನೀರಿನಲ್ಲಿ ಹುಟ್ಟಿದುದು
ಅಂಬುಜ,ಹೆಸರುಪದ,ಸಂ ,2,ಕಮಲ
ಅಂಬುಜ,ಹೆಸರುಪದ,ಸಂ ,3,ಶಂಖ
ಅಂಬುಧಿ,ಹೆಸರುಪದ,ಸಂ ,1,ಸಮುದ್ರ
ಅಂಬುಧಿ,ಹೆಸರುಪದ,ಸಂ ,2,ನಾಲ್ಕರ ಸಂಕೇತ
ಅಂಬುಧಿ,ಹೆಸರುಪದ,ಸಂ ,3,ನೀರಿನ ಪಾತ್ರೆ
ಅಂಬೆ,ಹೆಸರುಪದ,<ಸಂ. ಅಂಬಾ ,1,ತಾಯಿ
ಅಂಬೆ,ಹೆಸರುಪದ,<ಸಂ. ಅಂಬಾ ,2,ಪಾರ್ವತಿ
ಅಂಶ,ಹೆಸರುಪದ,ಸಂ ,1,"ಭಾಗ, ಘಟಕ"
ಅಂಶ,ಹೆಸರುಪದ,ಸಂ ,2,ವಿವರ
ಅಂಶು,ಹೆಸರುಪದ,ಸಂ ,1,ಕಿರಣ
ಅಂಶು,ಹೆಸರುಪದ,ಸಂ ,2,"ಮೊನೆ, ತುದಿ"
ಅಂಶುಮಂತ,ಹೆಸರುಪದ,ಸಂ ,1,ಸೂರ್ಯ
ಅಂಶುಮಂತ,ಹೆಸರುಪದ,ಸಂ ,2,ಚಂದ್ರ
ಅಂಶುಮಂತ,ಹೆಸರುಪದ,ಸಂ ,3,ಒಂದು ಪರ್ವತ
ಅಂಶುಮತಿ,ಹೆಸರುಪದ,ಸಂ ,1,ಯಮುನಾ ನದಿ
ಅಂಶುಮತಿ,ಹೆಸರುಪದ,ಸಂ ,2,ಒಂದೆಲಗ
ಅಂಶುಮತಿ,ಹೆಸರುಪದ,ಸಂ ,3,ಇಂಗು
ಅಂಸ,ಹೆಸರುಪದ,ಸಂ ,1,ಭುಜ
ಅಂಸ,ಹೆಸರುಪದ,ಸಂ ,2,ಹೆಗಲ ಎಲುಬು
ಅಂಸಕೂಟ,ಹೆಸರುಪದ,ಸಂ ,1,ಹೆಗಲು
ಅಂಸಕೂಟ,ಹೆಸರುಪದ,ಸಂ ,2,"ಗೂಳಿ, ಎತ್ತು ಮೊ.ವುಗಳ ಡುಬ್ಬ, ಇಣಿ"
ಅಕ,ಪರಿಚೆಪದ,ಸಂ ,1,"ಪ್ರಾಣಿಗಳ ಮರಿ,"
ಅಕ,ಪರಿಚೆಪದ,ಸಂ ,2,"ದಡ್ಡ, ಮೂರ್ಖ"
ಅಕ,ಪರಿಚೆಪದ,ಸಂ ,3,"ಬಲಿಯದ, ಎಳಸಾದ"
ಅಕ,ಪರಿಚೆಪದ,ಸಂ ,4,"ಚಿಕ್ಕವಯಸ್ಸಿನ, ಎಳೆಯ"
ಅಕ,ಪರಿಚೆಪದ,ಸಂ ,5,"ಹುಡುಗಾಟದ, ಮಕ್ಕಳಾಟಿಕೆಯ"
ಅಕಾಡೆಮಿ,ಹೆಸರುಪದ,ಗ್ರೀ ,1,ಕಲೆಗಳ ಅಭಿವೃದ್ಧಿಗೆ ದುಡಿಯುವ ಒಂದು ಸಂಸ್ಥೆ
ಅಕಾಡೆಮಿ,ಹೆಸರುಪದ,ಗ್ರೀ ,2,ಒಂದು ಪ್ರೌಢಶಾಲೆ
ಅಕಾಡೆಮಿ,ಹೆಸರುಪದ,ಗ್ರೀ ,3,ಒಂದು ವಿಷಯವನ್ನು ವಿಶೇಷವಾಗಿ ಬೋಧಿಸುವ ಒಂದು ಸಂಸ್ಥೆ
ಅಕೂಪಾರ,ಹೆಸರುಪದ,ಸಂ ,1,ಸಮುದ್ರ
ಅಕೂಪಾರ,ಹೆಸರುಪದ,ಸಂ ,2,ದೊಡ್ಡ ಆಮೆ
ಅಕೂಪಾರ,ಹೆಸರುಪದ,ಸಂ ,3,ಸೂರ್ಯ
ಅಕೂಪಾರ,ಹೆಸರುಪದ,ಸಂ ,4,ಬಂಡೆ
ಅಕ್ಕಜ,ಹೆಸರುಪದ,ದೇ ,1,ಹೊಟ್ಟೆಕಿಚ್ಚು
ಅಕ್ಕಜ,ಹೆಸರುಪದ,ದೇ ,2,ಆಶ್ಚರ್ಯ
ಅಕ್ಕಜ,ಹೆಸರುಪದ,ದೇ ,3,ಪ್ರೀತಿ
ಅಕ್ಕಡಿ,ಹೆಸರುಪದ,ದೇ ,1,ಹೊಲದಲ್ಲಿ ಎರಡು ಸಾಲುಗಳ ನಡುವೆ ಇತರ ಧಾನ್ಯವನ್ನು ಬೆಳೆಯುವುದಕ್ಕಾಗಿ ಮಾಡಿದ ಸಾಲು
ಅಕ್ಕಡಿ,ಹೆಸರುಪದ,ದೇ ,2,ಆ ಸಾಲಿನಲ್ಲಿ ಬಿತ್ತುವ ಧಾನ್ಯ
ಅಕ್ಕಣಿ,ಹೆಸರುಪದ,ದೇ ,1,ಕಾಳು ತೆಗೆದ ಜೋಳದ ತೆನೆ
ಅಕ್ಕಣಿ,ಹೆಸರುಪದ,ದೇ ,2,ಮಗ್ಗದಲ್ಲಿ ಹಾಸು ಹೊಕ್ಕುಗಳ ಹೊಂದಿಕೆ
ಅಕ್ಕರ,ಹೆಸರುಪದ,<ಸಂ. ಅಕ್ಷರ ,1,ವಿದ್ಯೆ
ಅಕ್ಕರ,ಹೆಸರುಪದ,<ಸಂ. ಅಕ್ಷರ ,2,ಪದ್ಯ ಜಾತಿಯಲ್ಲಿ ಒಂದು ಬಗೆ
ಅಕ್ಕಸ,ಹೆಸರುಪದ,<ಸಂ. ಆಕ್ರೋಶ ,1,ಕನಿಕರದಿಂದ ಕೂಡಿದ ಕಳವಳ
ಅಕ್ಕಸ,ಹೆಸರುಪದ,<ಸಂ. ಆಕ್ರೋಶ ,2,ರೋಷ
ಅಕ್ಕಿ,ಹೆಸರುಪದ,ದೇ ,1,ಬತ್ತದ ಹೊಟ್ಟು ತೆಗೆದ ಮೇಲೆ ಉಳಿಯುವ ಕಾಳು
ಅಕ್ಕಿ,ಹೆಸರುಪದ,ದೇ ,2,ಮಂತ್ರಾಕ್ಷತೆ
ಅಕ್ಕುಳಿಸು,ಎಸಕಪದ,ದೇ ,1,ಹೊಟ್ಟೆ ಒಳಕ್ಕೆ ಇಳಿ
ಅಕ್ಕುಳಿಸು,ಎಸಕಪದ,ದೇ ,2,ಹೆದರು
ಅಕ್ಕುಳಿಸು,ಎಸಕಪದ,ದೇ ,3,ಹಿಂದೆಗೆ
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,1,ಪಗಡೆ ಆಟದ ದಾಳ
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,2,ಪಗಡೆಯ ಕಾಯಿ
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,3,ಪಗಡೆಯ ಜೂಜು
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,4,ರಥದ ಅಚ್ಚು
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,5,ಗಾಡಿ
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,6,ಕಣ್ಣು
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,7,ಇಂದ್ರಿಯ
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,8,ಮೈಲುತುತ್ತ
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,9,ಆತ್ಮ
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,10,೦ ಪುಷ್ಪಪಾತ್ರ
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,12,ಹಾವು
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,14,ಗರುಡ
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,16,ಹುಟ್ಟು ಕುರುಡ
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,18,ತಕ್ಕಡಿಯ ದಂಡಿಗೆ
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,20,ಜಪಮಾಲೆ ಮಾಡುವ ಒಂದು ಬಗೆಯ ಬೀಜ
ಅಕ್ಷ,ಹೆಸರುಪದ,ಸಂ ,22,ಭೂಗೋಳದ ಕಾಲ್ಪನಿಕ ರೇಖೆ
ಅಕ್ಷತ(ತೆ),ಹೆಸರುಪದ,<ಸಂ. ಅಕ್ಷತಾ ,1,ಮೊನೆ ಮುರಿಯದ ಅಕ್ಕಿ
ಅಕ್ಷತ(ತೆ),ಹೆಸರುಪದ,<ಸಂ. ಅಕ್ಷತಾ ,2,ಮಂತ್ರಾಕ್ಷತೆ
ಅಕ್ಷತ(ತೆ),ಹೆಸರುಪದ,<ಸಂ. ಅಕ್ಷತಾ ,3,ಹಣೆಯಲ್ಲಿ ಇಟ್ಟುಕೊಳ್ಳುವ ಬೊಟ್ಟು
ಅಕ್ಷಯ,ಹೆಸರುಪದ,ಸಂ ,1,"ಕ್ಷಯವಿಲ್ಲದುದು, ಬರಿದಾ ಗದುದು"
ಅಕ್ಷಯ,ಹೆಸರುಪದ,ಸಂ ,2,ಪರಮಾತ್ಮ
ಅಕ್ಷಯ,ಹೆಸರುಪದ,ಸಂ ,3,ಮೋಕ್ಷ
ಅಕ್ಷಯ,ಹೆಸರುಪದ,ಸಂ ,4,ಒಂದು ಬಗೆಯ ಧಾನ್ಯ
ಅಕ್ಷಯ,ಹೆಸರುಪದ,ಸಂ ,5,ಅರವತ್ತು ಸಂವತ್ಸರಗಳಲ್ಲಿ ಒಂದು
ಅಕ್ಷರ,ಹೆಸರುಪದ,ಸಂ ,1,ಅಕಾರ ಮೊದಲಾದ ವರ್ಣ
ಅಕ್ಷರ,ಹೆಸರುಪದ,ಸಂ ,2,"ಲಿಪಿ, ಬರೆಹ"
ಅಕ್ಷರ,ಹೆಸರುಪದ,ಸಂ ,3,ಬ್ರಹ್ಮ
ಅಕ್ಷರ,ಹೆಸರುಪದ,ಸಂ ,4,ವಿಷ್ಣು
ಅಕ್ಷರ,ಹೆಸರುಪದ,ಸಂ ,5,ಮೋಕ್ಷ
ಅಕ್ಷರ,ಹೆಸರುಪದ,ಸಂ ,6,ನೀರು
ಅಕ್ಷರ,ಹೆಸರುಪದ,ಸಂ ,7,ಆಕಾಶ
ಅಕ್ಷರ,ಹೆಸರುಪದ,ಸಂ ,8,ತಪಸ್ಸು
ಅಕ್ಷರ,ಹೆಸರುಪದ,ಸಂ ,9,ಶಿವ; ವಿದ್ಯೆ
ಅಕ್ಷರ,ಹೆಸರುಪದ,ಸಂ ,10,ಓದು ಬರಹ
ಅಕ್ಷರ,ಹೆಸರುಪದ,ಸಂ ,11,ಬ್ರಹ್ಮವಿದ್ಯೆ
ಅಕ್ಷಿ,ಹೆಸರುಪದ,ಸಂ ,1,ಕಣ್ಣು
ಅಕ್ಷಿ,ಹೆಸರುಪದ,ಸಂ ,2,"ತೂತು, ರಂಧ್ರ"
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,ಹೆಸರುಪದ,ಸಂ ,2,","
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,ಹೆಸರುಪದ,ಸಂ ,4,೦ ಆನೆ;
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,ಹೆಸರುಪದ,ಸಂ ,6,","
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,ಹೆಸರುಪದ,ಸಂ ,8,೦ ರಥ;
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,ಹೆಸರುಪದ,ಸಂ ,10,","
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,ಹೆಸರುಪದ,ಸಂ ,12,೦ ಕುದುರೆ;
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,ಹೆಸರುಪದ,ಸಂ ,13,",೦"
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,ಹೆಸರುಪದ,ಸಂ ,14,","
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,ಹೆಸರುಪದ,ಸಂ ,16,೦ ಕಾಲಾಳುಗಳಿರುವ ಸೈನ್ಯ
ಅಖರ್ವ,ಪರಿಚೆಪದ,ಸಂ ,1,ಕುಳ್ಳಲ್ಲದ
ಅಖರ್ವ,ಪರಿಚೆಪದ,ಸಂ ,2,ಮಹತ್ತಾದ
ಅಗ,ಹೆಸರುಪದ,ಸಂ ,1,ಬೆಟ್ಟ
ಅಗ,ಹೆಸರುಪದ,ಸಂ ,2,ಮರ
ಅಗ,ಹೆಸರುಪದ,ಸಂ ,3,ಹಾವು
ಅಗ,ಹೆಸರುಪದ,ಸಂ ,4,ಸೂರ್ಯ
ಅಗಣಿ(ಳಿ),ಹೆಸರುಪದ,ದೇ ,1,ಚಿಲುಕ
ಅಗಣಿ(ಳಿ),ಹೆಸರುಪದ,ದೇ ,2,ಕದವನ್ನು ತೆಗೆಯಲಾಗದಂತೆ ತಡೆಯುವ ಅಡ್ಡಮರ
ಅಗಣಿತ,ಹೆಸರುಪದ,ಸಂ ,1,ಸҾಮರ್ಥ್ಯದಲ್ಲಿ ಎಣಿಕೆಗೆ ಮೀರಿದವನು
ಅಗಣಿತ,ಹೆಸರುಪದ,ಸಂ ,2,ಸಮೂಹ
ಅಗಣ್ಯ,ಪರಿಚೆಪದ,ಸಂ ,1,ಎಣಿಸಲಾಗದ
ಅಗಣ್ಯ,ಪರಿಚೆಪದ,ಸಂ ,2,ಗಣನೆಗೆ ಬಾರದ
ಅಗತ್ಯ,ಹೆಸರುಪದ,ದೇ ,1,ಆವಶ್ಯಕತೆ
ಅಗತ್ಯ,ಹೆಸರುಪದ,ದೇ ,2,ಪ್ರಬಲವಾದ ಕೊರತೆ
