word,wordtype,origin,meaning_number,meaning
ಕುಟುಂಬ,noun,ಸಂ ,1,"ಮನೆತನ, ವಂಶ"
ಕುಟುಂಬಿ,noun,ಸಂ ,1,ಮನೆಯ ಯಜಮಾನ
ಕುಟುಕು,noun,ದೇ ,1,ತುತ್ತು
ಕುಟ್ಟಿ,noun,ದೇ ,1,"ಮಗು, ಬಾಲಕ"
ಕುಟ್ಟು,noun,ದೇ ,1,"ಹೊಡೆತ, ಪೆಟ್ಟು"
ಕುಠಾರ,noun,ಸಂ ,1,"ಕೊಡಲಿ, ಗುದ್ದಲಿ"
ಕುಠಾರಿ,noun,ಸಂ ,1,"ಕೊಡಲಿ, ಪರಶು"
ಕುಡ,noun,ದೇ ,1,"ನೇಗಿಲ ಕುಳ, ನೇಗಿಲುಗಳ ಬಾಯಿಗೆ ತೊಡಿಸುವ ಕಬ್ಬಿಣದ ಪಟ್ಟಿ, ಗುಳ, ಕುಂಟೆ"
ಕುಡಿ,noun,ದೇ ,1,"ಗಿಡಬಳ್ಳಿಗಳ ತುದಿ, ಚಿಗುರು"
ಕುಡಿತೆ,noun,ದೇ ,1,"ಬೊಗಸೆ, ಸೇರೆ, ಬಾನಿ"
ಕುಡುಪು,noun,ದೇ ,1,"ಡೊಂಕು, ವಕ್ರತೆ"
ಕುಡುಹು,noun,ದೇ ,1,ಕುಡುಪು
ಕುಣಪ,noun,ಸಂ ,1,"ಹೆಣ, ಶವ"
ಕುಣಿಕೆ,noun,ದೇ ,1,"ಜೀರುಗುಣಿಕೆ, ಸರಗಂಟು"
ಕುಣಿತ,noun,ದೇ ,1,"ಕುಣಿಯುವಿಕೆ, ಜಿಗಿಯುವಿಕೆ"
ಕುತಪ,noun,ದೇ ,1,"ಅಪರಾಹ್ನ, ಮಧ್ಯಾಹ್ನದ ನಂತರದ ಸಮಯ"
ಕುತುಕ,noun,ಸಂ ,1,"ಆಶ್ಚರ್ಯ, ಬೆರಗು"
ಕುತೂಹಲ,noun,ಸಂ ,1,"ವಿಸ್ಮಯ, ಅಚ್ಚರಿ"
ಕುತ್ತ,noun,ದೇ ,1,"ರೋಗ, ಬೇನೆ, ವ್ಯಾಧಿ"
ಕುತ್ತಿ,noun,ದೇ ,1,ಮರವನ್ನು ಕಡಿದ ಮೇಲೆ ಬುಡದಲ್ಲಿ ಉಳಿಯುವ ತುಂಡು
ಕುತ್ತು,noun,ದೇ ,1,"ತೊಂದರೆ, ಆಪತ್ತು, ಕಷ್ಟ"
ಕುತ್ತೆಸರು,noun,ದೇ ,1,ಕುದಿಯುವ ನೀರು
ಕುತ್ಸಿತ,noun,ಸಂ ,1,"ನಿಂದೆ, ದೂಷಣೆ"
ಕುಥ,noun,ಸಂ ,1,"ಆನೆಯ ಬೆನ್ನಿನ ಮೇಲೆ ಅಲಂಕಾರಕ್ಕಾಗಿ ಹೊದಿಸುವ ಬಣ್ಣದ ಬಟ್ಟೆ, ಜೂಲು"
ಕುದಿ,noun,ದೇ ,1,"ಕುದಿಯುವಿಕೆ, ಕುದಿತ"
ಕುದುಕುಳಿ,noun,ದೇ ,1,ವ್ಯಾಕುಲ ಮನಸ್ಸಿನವನು
ಕುದುರು,noun,ದೇ ,1,"ವ್ಯವಸ್ಥೆ, ಏರ್ಪಾಡು"
ಕುದ್ದಾಲ(ಳ),noun,ಸಂ ,1,ಗುದ್ದಲಿ
ಕುನಯ,noun,ಸಂ ,1,ಮೋಸ
ಕುನಿ,noun,ದೇ ,1,"ತಗ್ಗು, ಕುಳಿ"
ಕುನ್ನಿ,noun,ದೇ ,1,ನಾಯಿಮರಿ
ಕುಪ್ಪಸ,noun,<ಸಂ. ಕೂರ್ಪಾಸ ,1,"ರವಕೆ, ಕಂಚುಕ, ಕುಬಸ"
ಕುಪ್ಪಿ,noun,<ಸಂ. ಕೂಪಿ ,1,"ಜಾಡಿ, ಭರಣಿ"
ಕುಪ್ಪಿಗೆ,noun,<ಸಂ. ಕೂಪಿಕಾ ,1,"ಜಾಡಿ, ಭರಣಿ"
ಕುಪ್ಪೆ,noun,ದೇ ,1,"ರಾಶಿ, ಗುಡ್ಡೆ"
ಕುಪ್ಯ,noun,ಸಂ ,1,"ಕ್ಷುದ್ರಲೋಹ, ತಾಮ್ರ, ಹಿತ್ತಾಳೆ ಕಂಚು ಮುಂ.ವು"
ಕುಬೇರ,noun,ಸಂ ,1,"ಅಷ್ಟದಿಕ್ಪಾಲಕರಲ್ಲಿ ಒಬ್ಬ, ಧನಪತಿ"
ಕುಬ್ಜ,noun,ಸಂ ,1,ಗೂನ
ಕುಭೃತ್ತು,noun,ಸಂ ,1,"ಪರ್ವತ, ಬೆಟ್ಟ"
ಕುಮಂತ್ರ,noun,ಸಂ ,1,"ಕೆಟ್ಟ ಆಲೋಚನೆ, ದುರ್ಬೋಧನೆ"
ಕುಮಕಿ,noun,<ಹಿಂ. ಕುಮಕೀ ,1,"ಸಹಾಯ, ಒತ್ತಾಸೆ"
ಕುಮಾರ,noun,ಸಂ ,1,"ಮಗ, ಪುತ್ರ"
ಕುಮಾರಿ,noun,ಸಂ ,1,ಮಗಳು
ಕುಮುದ,noun,ಸಂ ,1,ಬಿಳಿಯ ನೈದಿಲೆ
ಕುಯಕ,noun,<ಸಂ. ಕುಹಕ ,1,"ಕಪಟ, ವಂಚನೆ"
ಕುಯಿಲು,noun,ದೇ ,1,"ಕಟಾವು, ಕುಯ್ಲು"
ಕುರಂಗ,noun,ಸಂ ,1,"ಜಿಂಕೆ, ಹುಲ್ಲೆ"
ಕುರು(ಂ)ಜಿಗೆ,noun,ದೇ ,1,"ಹುಲ್ಲನ್ನು ಕೆತ್ತಿ ತೆಗೆಯಲು ಬಳಸುವ ಸಲಕರಣೆ, ಉಜ್ಜುಗೋರಿ"
ಕುರುಜು,noun,ದೇ ,1,ಅಲಂಕರಿಸಿದ ಮಂಟಪ
ಕುರುಡು,noun,ದೇ ,1,"ಕಣ್ಣು ಕಾಣದಿರುವಿಕೆ, ಅಂಧತ್ವ"
ಕುರುಣೆ,noun,ದೇ ,1,ಪಶುಪಕ್ಷಿಗಳ ಮರಿ ಪೋತ
ಕುರುಪು,noun,ದೇ ,1,ಒಂದು ಬಗೆಯ ಆಯುಧ
ಕುರುಬ,noun,ದೇ ,1,"ಕುರಿಕಾಯುವವನು, ಕುರಿಗಾಹಿ"
ಕುರುಳಿ,noun,ದೇ ,1,"ಸಣ್ಣಮಡಕೆ, ಕುಡಿಕೆ"
ಕುರುಳು,noun,ದೇ ,1,ಗುಂಗುರು ಕೂದಲು
ಕುರುವ,noun,ದೇ ,1,"ದ್ವೀಪ, ನಡುಗಡ್ಡೆ"
ಕುರುವಿಂದ,noun,ಸಂ ,1,"ಪಾದರಸದಿಂದ ಆದ ಒಂದು ಅದಿರು, ಇಂಗಲೀҕ"
ಕುರುವೆ,noun,ದೇ ,1,"ಕುಕ್ಕೆ, ಮಂಕರಿ"
ಕುರೂಪ,noun,ಸಂ ,1,ಸೌಂದರ್ಯಹೀನತೆ
ಕುರ್ಕುರ,noun,ಸಂ ,1,ನಾಯಿ
ಕುಲ,noun,ಸಂ ,1,"ಗುಂಪು, ಸಮೂಹ"
ಕುಲಪತಿ,noun,ಸಂ ,1,ಪ್ರಧಾನ ಶಿಕ್ಷಣಾಚಾರ್ಯ
ಕುಲವಧು,noun,ಸಂ ,1,ಕುಲನಾರಿ
ಕುಲಿ(ಳಿ)ಶ,noun,ಸಂ ,1,"ಇಂದ್ರನ ಆಯುಧ, ವಜ್ರಾಯುಧ"
ಕುಲುಕು,noun,ದೇ ,1,"ಅಲ್ಲಾಟ, ಕುಲುಕಾಟ"
ಕುಲ್ಯ,noun,ಸಂ ,1,ಕುಲೀನ
ಕುಲ್ಲ,noun,<ಸಂ. ಖುಲ್ಲ ,1,"ದುಷ್ಟ, ನೀಚ"
ಕುಳಿರ್,noun,ದೇ ,1,"ಚಳಿ, ಶೈತ್ಯ"
ಕುವರ,noun,ಸಂ ,1,"ಮಗ, ಕುಮಾರ"
ಕುವರಿ,noun,ಸಂ ,1,ಮಗಳು
ಕುವಲ(ಳ)ಯ,noun,ಸಂ ,1,"ನೀಲಿಯ ಕಮಲ, ಕನ್ನೈದಿಲೆ"
ಕುವೇಣಿ,noun,ಸಂ ,1,ಮೀನು ಹಿಡಿಯುವ ಬಲೆ
ಕುಶ,noun,ಸಂ ,1,"ಹೋಮ ಹವನಾದಿಗಳಿಗೆ ಬಳಸುವ ಹುಲ್ಲು, ದರ್ಭೆ"
ಕುಶಲ,noun,ಸಂ ,1,ಚಾತುರ್ಯ
ಕುಶಾಲು,noun,<ಪಾರ. ಖುಶ್ ಹಾಲ್ ,1,"ಹರ್ಷ, ಸಂತೋಷ"
ಕುಶೀಲವ,noun,ಸಂ ,1,ನಟ
ಕುಶೆ,noun,ಸಂ ,1,ದರ್ಭೆ
ಕುಸಿ,noun,ದೇ ,1,"ಜರಿಯುವಿಕೆ, ಕುಸಿತ"
ಕುಸೀದ,noun,ಸಂ ,1,ಹಣವನ್ನು ಬಡ್ಡಿಗೆ ಕೊಡುವುದು
ಕುಸುಮ,noun,ಸಂ ,1,"ಹೂವು, ಪುಷ್ಪ"
ಕುಸುಮಾಕರ,noun,ಸಂ ,1,ಹೂವುಗಳಿಂದ ತುಂಬಿದ
ಕುಸುರಿ,noun,ದೇ ,1,ಕುಸುರಿ ಕೆಲಸದಿಂದ ಮಾಡಿದ ಆಭರಣ
ಕುಸೃತಿ,noun,ಸಂ ,1,ವಂಚನೆ
ಕುಹಕ,noun,ಸಂ ,1,"ಮೋಸ, ವಂಚನೆ"
ಕುಹರ,noun,ಸಂ ,1,"ಗವಿ, ಗುಹೆ"
ಕುಹು,noun,ಸಂ ,1,ಅಮಾವಾಸ್ಯೆ
ಕೂಂಕು,noun,ದೇ ,1,"ಮೇಲಕ್ಕೆ ಹಾರು, ನೆಗೆ"
ಕೂಟ,noun,ಸಂ ,1,"ಸೇರಿಕೆ, ಸಂಯೋಗ"
ಕೂಟಸಾಕ್ಷಿ,noun,ಸಂ ,1,ಸುಳ್ಳು ಸಾಕ್ಷಿ
ಕೂಟಸ್ಥ,noun,ಸಂ ,1,ಮನೆತನದ ಮುಖಂಡ
ಕೂಟೋಪಾಯ,noun,ಸಂ ಒಳಸಂಚು; ಸಂ ,1,"ಜೊತೆ, ಕೂಟ"
ಕೂಪ,noun,ಸಂ ,1,ಬಾವಿ
ಕೂರಿಗೆ,noun,ದೇ ,1,ಹೊಲಗಳಲ್ಲಿ ಬೀಜ ಬಿತ್ತುವ ಉಪಕರಣ
ಕೂರೆ,noun,ದೇ ,1,ಕೊಳಕಾದ ಬಟ್ಟೆ
ಕೂರ್ಚ,noun,ಸಂ ,1,"ಕುಚ್ಚು, ಗುಚ್ಛ"
ಕೂರ್ಪರ,noun,ಸಂ ,1,ಮೊಳಕೈ
ಕೂರ್ಪು,noun,ದೇ ,1,ಒಲವು
ಕೂರ್ಮ,noun,ಸಂ ,1,ಆಮೆ
ಕೂಲ,noun,ಸಂ ,1,"ದಡ, ತಟ"
ಕೂಲಿ,noun,ದೇ ,1,ದುಡಿಮೆಗಾಗಿ ಕೊಡುವ ಪ್ರತಿ ಫಲ
ಕೂಳು,noun,ದೇ ,1,"ಅನ್ನ, ಓಗರ"
ಕೂಳೆ,noun,ದೇ ,1,"ಪೈರನ್ನು ಕೊಯ್ದ ಬಳಿಕ ತಳದಲ್ಲಿ ಉಳಿಯುವ ಮೋಟು, ತುಂಡು ಕೋಲಿ"
ಕೂಸು,noun,ದೇ ,1,"ಮಗು, ಹಸುಳೆ"
ಕೃಂತ,noun,ಸಂ ,1,ಕತ್ತರಿಸುವುದು
ಕೃಕರ,noun,ಸಂ ,1,"ಒಂದು ಬಗೆಯ ಪಕ್ಷಿ, ಕಬ್ಬಕ್ಕಿ"
ಕೃಕವಾಕು,noun,ಸಂ ,1,"ಕೋಳಿ, ಕುಕ್ಕುಟ"
ಕೃಚ್ಛ್ರ,noun,ಸಂ ,1,"ಪ್ರಯಾಸ, ಶ್ರಮ"
ಕೃತ,noun,ಸಂ ,1,ನಾಲ್ಕುಯುಗಗಳಲ್ಲಿ ಮೊದಲನೆ ಯದು
ಕೃತಕ,noun,ಸಂ ,1,ಕಪಟ
ಕೃತಕರ್ಮ,noun,ಸಂ ,1,ಮಾಡಬೇಕಾದ ಕೆಲಸವನ್ನು ಮಾಡಿದವನು
ಕೃತಾಂಜಲಿ,noun,ಸಂ ,1,ಮುಗಿದ ಕೈ
ಕೃತಿ,noun,ಸಂ ,1,ಕೆಲಸ
ಕೃತ್ತಿ,noun,ಸಂ ,1,"ಚರ್ಮ, ತೊಗಲು"
ಕೃತ್ಯ,noun,ಸಂ ,1,ಕೆಲಸ
ಕೃತ್ರಿಮ,noun,ಸಂ ,1,ಕಪಟ
ಕೃಪಣ,noun,ಸಂ ,1,ದೈನ್ಯದಿಂದ ಕೂಡಿದುದು
ಕೃಪೀಟ,noun,ಸಂ ,1,ಹೊಟ್ಟೆ
ಕೃಶಾನು,noun,ಸಂ ,1,"ಅಗ್ನಿ, ಬೆಂಕಿ"
ಕೃಷಿ,noun,ಸಂ ,1,"ಬೇಸಾಯ, ಆರಂಬ"
ಕೃಷಿಕ,noun,ಸಂ ,1,"ಬೇಸಾಯಗಾರ, ರೈತ"
ಕೃಷ್ಣ,noun,ಸಂ ,1,ಕಪ್ಪು ಬಣ್ಣ
ಕೃಷ್ಣೆ,noun,<ಸಂ. ಕೃಷ್ಣಾ ,1,ದ್ರೌಪದಿ
ಕೆಂಚು,noun,ದೇ ,1,ಕೆಂಪುಬಣ್ಣ
ಕೆಂಜ(ಜಿ)ಗ(ಗೆ),noun,ದೇ ,1,"ಕೆಂಪು ಬಣ್ಣದ ದೊಡ್ಡ ಇರುವೆ, ಕೆಂಪುಗೊದ್ದ"
ಕೆಂದಾರೆ,noun,ದೇ ,1,ಕೆಂಪು ನಕ್ಷತ್ರ
ಕೆಂದು,noun,ದೇ ,1,ಕೆಂಬಣ್ಣ
ಕೆಂಪು,noun,ದೇ ,1,ರಕ್ತವರ್ಣ
ಕೆಚ್ಚು,noun,ದೇ ,1,ಕೆಂಪು
ಕೆಡುಕು,noun,ದೇ ,1,ನಾಶ
ಕೆತ್ತೆ,noun,ದೇ ,1,"ಕತ್ತರಿಸಿ ತೆಗೆದ ಚೂರು, ಚಕ್ಕೆ"
ಕೆನೆ,noun,ದೇ ,1,ಹಾಲು ಮತ್ತು ಮೊಸರಿನ ಸಾರವತ್ತಾದ ಭಾಗ
ಕೆನ್ನ,noun,ದೇ ,1,ಕೆಂಬಣ್ಣ
ಕೆನ್ನೀರು,noun,ದೇ ,1,"ಕೆಂಪುನೀರು, ಕೆಸರು"
ಕೆಬ್ಬೆ,noun,ದೇ ,1,ಕೆಂಪು ಮಣ್ಣಿನ ಭೂಮಿ
ಕೆಮ್ಮಗೆ(ನೆ),noun,ದೇ ,1,"ಸುಮ್ಮನೆ, ವ್ಯರ್ಥವಾಗಿ"
ಕೆಯ್,noun,ದೇ ,1,"ಕರ, ಹಸ್ತ"
ಕೆಯ್ತ,noun,ದೇ ,1,ಕೆಲಸ
ಕೆರಸಿ(ಸೆ),noun,ದೇ ,1,"ಚಚ್ಚೌಕಾಕಾರದ ಅಗಲವಾದ ಬಾಯುಳ್ಳ ಬಿದಿರಿನ ಕುಕ್ಕೆ, ಬುಟ್ಟಿ"
ಕೆರ್ಚು,noun,ದೇ ,1,"ಧೈರ್ಯ, ಸಾಹಸ"
ಕೆಲ,noun,ದೇ ,1,"ಪಕ್ಕ, ಮಗ್ಗುಲು"
ಕೆಲಸ,noun,ದೇ ,1,ಕಾರ್ಯ
ಕೆಲ್ಲೆ,noun,ದೇ ,1,"ಸಿಗುರು, ಸಿಬುರು"
ಕೆಳೆ,noun,ದೇ ,1,"ಸ್ನೇಹ, ಗೆಳೆತನ, ಮೈತ್ರಿ"
ಕೆಸವು(ವೆ),noun,ದೇ ,1,"ಅಣಬೆ, ಅಳಂಬೆ, ನಾಯಿಕೊಡೆ"
ಕೇಂದ್ರ,noun,ಸಂ ,1,"ವೃತ್ತದ ಮಧ್ಯಬಿಂದು, ಮಧ್ಯಭಾಗ"
ಕೇಕರ,noun,ಸಂ ,1,"ಓರೆಗಣ್ಣು, ಕಡೆಗಣ್ಣು, ಕಟಾಕ್ಷ"
ಕೇಕೆ,noun,<ಸಂ. ಕೇಕಾ ,1,"ಸಂತೋಷವಾದ ಕೂಗು, ಉತ್ಸಾಹದ ಉಲಿ"
ಕೇಡು,noun,ದೇ ,1,"ಆಪತ್ತು, ಕೆಡಕು"
ಕೇಣ,noun,ದೇ ,1,"ಹೊಟ್ಟೆಕಿಚ್ಚು, ಮತ್ಸರ"
ಕೇಣಸರ,noun,ದೇ ,1,ಹೊಟ್ಟೆಕಿಚ್ಚು
ಕೇಣಿ,noun,ದೇ ,1,"ಗುತ್ತಿಗೆ, ಗೇಣಿ"
ಕೇತ,noun,ದೇ ,1,"ತೊಂದರೆ, ಕಿರುಕುಳ"
ಕೇತನ,noun,ಸಂ ,1,"ಮನೆ, ನಿವಾಸ"
ಕೇತು,noun,ಸಂ ,1,"ಅನಿಷ್ಟ ಸೂಚಕ ಬಾಲಚಿಕ್ಕೆ, ಧೂಮಕೇತು"
ಕೇದಾರ,noun,ಸಂ ,1,ಗದ್ದೆ
ಕೇಪು,noun,<ಇಂ. cap ,1,"ತುಪಾಕಿಯ ಗುಂಡುಗಳಿಗೆ ಹಾಕಿರುವ ಹಿಂಬದಿಯ - ಅಣಸು, ಟೋಪಿ"
ಕೇರಿ,noun,ದೇ ,1,"ಮನೆಸಾಲುಗಳ ನಡುವಿನ ಹಾದಿ, ಬೀದಿ, ಓಣಿ"
ಕೇರು,noun,ದೇ ,1,"ಗೋಡೆ, ಭಿತ್ತಿ"
ಕೇಲಿ(ಳಿ),noun,ಸಂ ,1,"ಆಟ, ಕ್ರೀಡೆ"
ಕೇಳಿ,noun,ಸಂ ,1,ಒಂದು ಬಗೆಯ ತೆಂಗು
ಕೇಳಿಕೆ,noun,ದೇ ,1,"ಕೇಳುವಿಕೆ, ಶ್ರವಣ"
ಕೇವಣ,noun,<ಸಂ. ಕ್ಷೇಪಣ ,1,"ಹರಳು ಮೊ.ವನ್ನು ಕೂಡಿಸುವುದು, ಕೆಚ್ಚುವುದು, ಮೆಟ್ಟುವುದು, ಕುಂದಣ"
ಕೇವಲ(ಳ),noun,ಸಂ ,1,ಪರಮಾತ್ಮ
ಕೇಶ,noun,ಸಂ ,1,ತಲೆಗೂದಲು
ಕೇಶರ,noun,ಸಂ ,1,ಕುಂಕುಮ ಕೇಸರಿ
ಕೇಸರ,noun,ಸಂ ,1,"ಹೂವಿನಲ್ಲಿರುವ ಕುಸುರು, ಎಳೆ, ಪರಾಗತಂತು"
ಕೇಸರಿ,noun,<ಸಂ. ಕೇಸರಿನ್ ,1,ಸಿಂಹ
ಕೇಸು,noun,<ಇಂ. case ,1,"ದಾವೆ, ಖಟ್ಲೆ, ಮೊಕದ್ದಮೆ"
ಕೈ,noun,ದೇ ,1,"ತೋಳಿನ ಕೊನೆ, ಕರ, ಹಸ್ತ"
ಕೈಕಸ(ಸು)ಬು,noun,= ,1,"ಕೈಯಿಂದ ಮಾಡುವ ಕಾರ್‍ಯ, ಹಸ್ತಕೌಶಲದಿಂದ ಮಾಡುವ ಕಾರ್ಯ"
ಕೈಗಾರಿಕೆ,noun,ದೇ ,1,"ಕೈಕೆಲಸ, ಹಸ್ತ ಕೌಶಲದ ಕೆಲಸ"
ಕೈತ,noun,ದೇ ,1,"ಮಾಡುವಿಕೆ, ಕೆಲಸ, ಕಾರ್ಯ"
ಕೈತವ,noun,<ಸಂ. ಕಿತವ ,1,"ಕಪಟ, ವಂಚನೆ, ಕಿತವನ ಭಾವ"
ಕೈದು,noun,"ದೇ ಆಯುಧ, ಶಸ್ತ್ರ; <ಅರ. ಕೈದು ",1,"ಸೆರೆಮನೆ, ಕಾರಾ ಗೃಹ"
ಕೈನೆ,noun,ದೇ ,1,"ದಾಸಿ, ಪರಿಚಾರಿಕೆ"
ಕೈಫಿಯತ್ತು,noun,<ಅರ. ಕೈಫೀಯತ್ ,1,"ಸ್ಪಷ್ಟವಾದ ಹೇಳಿಕೆ, ವಿವರಣೆ"
ಕೈಮೆ,noun,ದೇ ,1,"ಕೆಲಸ, ಕಾರ್ಯ"
ಕೈಲಾಸ,noun,ಸಂ ,1,ಹಿಮಾಲಯ ಪರ್ವತ ಶ್ರೇಣಿಯಲ್ಲಿರುವ ಒಂದು ಬೆಟ್ಟ
ಕೈವಲ್ಯ,noun,ಸಂ ,1,"ಸಂಪೂರ್ಣ, ಏಕಾಂತ"
ಕೈವಾರ,noun,ದೇ ,1,"ಕೊಂಡಾಟ, ಹೊಗಳಿಕೆ"
ಕೈವಾರಿ,noun,ದೇ ,1,"ಹೊಗಳು ಭಟ್ಟ, ಸ್ತುತಿಪಾಠಕ, ಭಟ್ಟಂಗಿ"
ಕೈಶಿಕ,noun,ಸಂ ,1,"ತಲೆಗೂದಲಿನ ಸಮೂಹ, ಕೇಶ ರಾಶಿ"
ಕೊಂಕು,noun,ದೇ ,1,"ಡೊಂಕು, ವಕ್ರತೆ"
ಕೊಂಗ,noun,ದೇ ,1,ಕೊಂಗುನಾಡು ಮತ್ತು ಆ ಪ್ರದೇಶದ ವ್ಯಕ್ತಿ
ಕೊಂಚೆ,noun,"ದೇ ನಿತಂಬ, ಪಿರ್ರೆ; <ಸಂ. ಕ್ರೌಂಚ ",1,ಕ್ರೌಂಚಪಕ್ಷಿ
ಕೊಂಡ,noun,ದೇ ,1,ಬೆಟ್ಟ ಗುಡ್ಡ
ಕೊಂಡಾಟ,noun,ದೇ ,1,"ಹೊಗಳಿಕೆ, ಸ್ತುತಿ"
ಕೊಂಡಿ,noun,ದೇ ,1,ಕೊಕ್ಕೆ
ಕೊಂಡೆ,noun,<ದೇ. ಕೊಂಡೆಯ ,1,ಚಾಡಿಯ ಮಾತು
ಕೊಂತ,noun,ದೇ ,1,ಪಂಪು ಮೊ.ವುಗಳಲ್ಲಿರುವ ಬೆಣೆ
ಕೊಂತಿ,noun,ದೇ ,1,ಒಂದು ಜಾತಿಯ ಮೀನು
ಕೊಂಪೆ,noun,ದೇ ,1,"ಕಸಕಡ್ಡಿಗಳ ರಾಶಿ, ಕುಪ್ಪೆ"
ಕೊಂಬು,noun,ದೇ ,1,"ಪ್ರಾಣಿಗಳ - ಕೋಡು, ಶೃಂಗ"
ಕೊಕ್ಕರೆ,noun,ದೇ ,1,ಒಂದು ಜಾತಿಯ ನೀರು ಹಕ್ಕಿ
ಕೊಕ್ಕು,noun,ದೇ ,1,"ಪಕ್ಷಿಯ - ಚಂಚು, ಮೂತಿ"
ಕೊಕ್ಕೆ,noun,ದೇ ,1,ಕೊಂಡಿ
ಕೊಗ್ಗ,noun,ದೇ ,1,"ವಕ್ರತೆ, ಡೊಂಕುತನ"
ಕೊಚ್ಚು,noun,ದೇ ,1,"ಕತ್ತರಿಸುವ ಸಾಧನ, ಕತ್ತರಿ"
ಕೊಟ್ಟ(ಟ್ಟಿ)ಗೆ,noun,ದೇ ,1,"ದನದ ಹಟ್ಟಿ, ಹಕ್ಕೆ"
ಕೊಟ್ಟಣ,noun,ದೇ ,1,ಬತ್ತ ಮೊ.ವನ್ನು ಕುಟ್ಟುವಿಕೆ
ಕೊಟ್ಟವಳ,noun,<ಸಂ. ಕೋಷ್ಠಪಾಲ ,1,ಕೋಟೆಯ ಕಾವಲುಗಾರ
ಕೊಟ್ಟಿ,noun,<ಹಿಂ. ಖೋಟಾ ,1,"ಕೆಟ್ಟ ವ್ಯಕ್ತಿ, ನಾಚಿಕೆಗೇಡಿ"
ಕೊಟ್ಟಿಗೆ,noun,ದೇ ,1,"ದನದ ಹಟ್ಟಿ, ಹಕ್ಕೆ"
ಕೊಟ್ಟು,noun,ದೇ ,1,"ನವಿಲು ಮೊ. ಪಕ್ಷಿಗಳ ತಲೆಯ ಮೇಲಿರುವ ಜುಟ್ಟು, ಶಿಖೆ"
ಕೊಟ್ಟೆ,noun,ದೇ ,1,ಅಡಕೆಯ ಹಾಳೆಯಿಂದ ಮಾಡಿದ ದೊನ್ನೆ
ಕೊಡ,noun,ದೇ ,1,"ಮಣ್ಣು ಯಾ ಲೋಹದಿಂದ ಮಾಡಿದ ಬಾಯಿ ಕಿರಿದಾದ ಪಾತ್ರೆ, ಗಡಿಗೆ, ಕುಂಭ"
ಕೊಡವು(ಪು)(ಹು),noun,ದೇ ,1,"ಒದರುವಿಕೆ, ಜಾಡಿಸುವಿಕೆ"
ಕೊಣಸು,noun,ದೇ ,1,ಜಿಂಕೆಯ ಮರಿ
ಕೊತ್ತಿ,noun,ದೇ ,1,ಬೆಕ್ಕು
ಕೊದೆ,noun,ದೇ ,1,"ಕವೆ, ಕವಲು"
ಕೊನ(ಣ)ಬು,noun,ದೇ ,1,"ಬೆಡಗು, ಒನಪು"
ಕೊನೆ,noun,ದೇ ,1,"ತುದಿ, ಕಡೆ"
ಕೊನ್ನಾರ,noun,ದೇ ,1,"ಗೂಡು, ಮಾಡ"
ಕೊಪ್ಪ,noun,ದೇ ,1,ಚಿಕ್ಕ ಹಳ್ಳಿ
ಕೊಪ್ಪರ,noun,ದೇ ,1,ಮೊಳಕೈ
ಕೊಪ್ಪಲು,noun,ದೇ ,1,"ಕುಪ್ಪೆ, ರಾಶಿ"
ಕೊಪ್ಪು,noun,ದೇ ,1,"ಬಿಲ್ಲಿನ ತುದಿ, ಗೊಲೆ"
ಕೊಬ್ಬು,noun,ದೇ ,1,"ಆಧಿಕ್ಯ, ಸಮೃದ್ಧಿ"
ಕೊಮ್ಮೆ,noun,ದೇ ,1,"ಧಾನ್ಯವನ್ನು ಸಂಗ್ರಹಿಸಿಡಲು ಬಿದಿರು ಯಾ ಮಣ್ಣಿನಿಂದ ಮಾಡಿದ ಸಾಧನ, ಗಳಗೆ"
ಕೊಯ್ಲು,noun,ದೇ ,1,ಬೆಳೆಯನ್ನು ಕೊಯ್ಯುವಿಕೆ ಕಟಾವು
ಕೊರಗು,noun,"ದೇ ವ್ಯಥೆ, ಕಳವಳ, ಚಿಂತೆ ಕೊರಡು ಕೊರಂಟು ನೋಡಿ ಕೊರಡೆ <ಮರಾ. ಕೊರ್ಡಾ/ಪೋರ್ಚು. corda; ದೇ ",1,"ಬಾರುಕೋಲು, ಚಾಟಿ, ಚಾವಟಿ"
ಕೊರತೆ,noun,ದೇ ,1,"ಕಡಮೆ, ನ್ಯೂನತೆ"
ಕೊರಪ,noun,ದೇ ,1,"ಕುದುರೆಯ ಮೈಯನ್ನು ಉಜ್ಜುವ ಹಣಿಗೆ, ಖರಾರಿ"
ಕೊರವ,noun,ದೇ ,1,ಒಂದು ಜಾತಿಯ ಮೀನು
ಕೊರೆ,noun,ದೇ ,1,ಕತ್ತರಿಸುವುದು
ಕೊರೆತ,noun,ದೇ ,1,"ಕೊರೆಯುವಿಕೆ, ಕೊಯ್ಯುವಿಕೆ"
ಕೊರ್ಬು(ರ್ವು),noun,ದೇ ,1,"ಅಹಂಕಾರ, ಮದ, ಸೊಕ್ಕು, ನೆಣ"
ಕೊಲೆ,noun,ದೇ ,1,"ಕೊಲ್ಲುವಿಕೆ, ವಧೆ"
ಕೊಲ್ಲಣ,noun,ದೇ ,1,"ವಿನೋದ, ಕ್ರೀಡೆ"
ಕೊಲ್ಲಾರಿ,noun,ದೇ ,1,"ಕೊಲ್ಲಾರ, ಸಿಂಗರಿಸಿದ ಕಮಾನು ಬಂಡಿ"
